"Title","Rates of criminal reoffending"
"Time period","2000 to 2015"
"Location","England and Wales"
"Source","NOMS Offender Equalities Statistics Bulletin"
"Department","Ministry of Justice"
"Last update","24 November 2016"
"
"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography_code","Geography_name","Geography_type","Age group","Age group_type","Value","Denominator","Numerator"
"Percentage of offenders who reoffend",2006,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",31.4,1180,371
"Percentage of offenders who reoffend",2006,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",15.1,265,40
"Percentage of offenders who reoffend",2006,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",19.9,176,35
"Percentage of offenders who reoffend",2006,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","21 to 24","Adult",30.5,8922,2725
"Percentage of offenders who reoffend",2006,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",24.3,1196,291
"Percentage of offenders who reoffend",2006,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",31.5,1047,330
"Percentage of offenders who reoffend",2006,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",11.2,241,27
"Percentage of offenders who reoffend",2006,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",16.4,165,27
"Percentage of offenders who reoffend",2006,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","25 to 29","Adult",30.4,7784,2369
"Percentage of offenders who reoffend",2006,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",19.8,893,177
"Percentage of offenders who reoffend",2006,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",29,721,209
"Percentage of offenders who reoffend",2006,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",9.7,165,16
"Percentage of offenders who reoffend",2006,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",18.3,131,24
"Percentage of offenders who reoffend",2006,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","30 to 34","Adult",27.1,6373,1726
"Percentage of offenders who reoffend",2006,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",15.3,557,85
"Percentage of offenders who reoffend",2006,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",21.9,684,150
"Percentage of offenders who reoffend",2006,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",6.7,195,13
"Percentage of offenders who reoffend",2006,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",4.5,67,3
"Percentage of offenders who reoffend",2006,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","35 to 39","Adult",21.6,5722,1234
"Percentage of offenders who reoffend",2006,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",14.1,297,42
"Percentage of offenders who reoffend",2006,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",22.8,566,129
"Percentage of offenders who reoffend",2006,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",9,201,18
"Percentage of offenders who reoffend",2006,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",17.9,28,5
"Percentage of offenders who reoffend",2006,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","40 to 44","Adult",18.3,4309,789
"Percentage of offenders who reoffend",2006,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",10.9,193,21
"Percentage of offenders who reoffend",2006,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",20.1,278,56
"Percentage of offenders who reoffend",2006,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",5.5,165,9
"Percentage of offenders who reoffend",2006,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",6.9,29,2
"Percentage of offenders who reoffend",2006,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","45 to 49","Adult",14.9,2622,391
"Percentage of offenders who reoffend",2006,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",6.2,241,15
"Percentage of offenders who reoffend",2006,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",11,182,20
"Percentage of offenders who reoffend",2006,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",4.6,366,17
"Percentage of offenders who reoffend",2006,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",8,25,2
"Percentage of offenders who reoffend",2006,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",8.7,3842,336
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",22.5,276,62
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",34.7,507,176
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",9.3,194,18
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",6,50,3
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",29.2,7563,2209
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",19.9,341,68
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",25,508,127
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",5.2,233,12
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",17.1,76,13
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",25.4,7461,1893
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",17.9,340,61
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",24,546,131
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",6.6,229,15
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",20.5,73,15
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",25.3,6510,1647
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",17.3,249,43
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",24.7,360,89
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",6.3,221,14
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",19.2,73,14
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",25.8,5347,1378
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",15.2,151,23
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",21.5,316,68
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",5.4,186,10
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",22.4,49,11
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",21.9,5250,1148
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",18.4,87,16
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",22.7,278,63
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",7,213,15
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",9.5,42,4
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",19.8,4110,812
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",11.1,63,7
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",15.4,143,22
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",4.4,160,7
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",18.2,11,2
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",13.8,2646,364
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",8,88,7
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",11.3,71,8
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",1.9,422,8
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",16.1,31,5
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",10.5,3746,394
"Percentage of offenders who reoffend",2003,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","18 to 20","Adult",27.8,5107,1419
"Percentage of offenders who reoffend",2003,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","18 to 20","Adult",36.1,6772,2446
"Percentage of offenders who reoffend",2003,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","18 to 20","Adult",10.6,2804,296
"Percentage of offenders who reoffend",2003,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","18 to 20","Adult",20.9,862,180
"Percentage of offenders who reoffend",2003,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","18 to 20","Adult",33.2,82232,27297
"Percentage of offenders who reoffend",2003,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","21 to 24","Adult",25.2,6242,1574
"Percentage of offenders who reoffend",2003,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","21 to 24","Adult",32.3,7670,2474
"Percentage of offenders who reoffend",2003,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","21 to 24","Adult",8.3,2935,245
"Percentage of offenders who reoffend",2003,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","21 to 24","Adult",21.4,1056,226
