"Title","Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","-"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Admission Basis","Type of School","SEN","Religious character","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Progress 8 score","2016","Academic year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.34","14658","0.32","0.36"
"Average Progress 8 score","2016","Academic year","Black - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.09","2799","0.05","0.13"
"Average Progress 8 score","2016","Academic year","Other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.47","6307","0.45","0.5"
"Average Progress 8 score","2016","Academic year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.32","4930","-0.35","-0.29"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.09","407271","-0.09","-0.08"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.04","21311","-0.06","-0.03"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.31","46394","0.3","0.32"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.17","24265","0.16","0.19"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.68","1606","0.63","0.73"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.03","512084","-0.03","-0.03"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.22","207213","-0.23","-0.22"
"Average Progress 8 score","2016","Academic year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.24","197273","-0.25","-0.24"
"Average Progress 8 score","2016","Academic year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.08","800","-0.15","-0.01"
"Average Progress 8 score","2016","Academic year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-1.32","61","-1.59","-1.06"
"Average Progress 8 score","2016","Academic year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.75","325","-0.86","-0.63"
"Average Progress 8 score","2016","Academic year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.27","8754","0.25","0.29"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.19","10745","-0.21","-0.17"
"Average Progress 8 score","2016","Academic year","Mixed - White and Black Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.44","3539","-0.47","-0.4"
"Average Progress 8 score","2016","Academic year","Mixed - White and Black African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.14","1232","-0.2","-0.08"
"Average Progress 8 score","2016","Academic year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.02","2367","-0.06","0.02"
"Average Progress 8 score","2016","Academic year","Mixed - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.06","3607","-0.1","-0.03"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.17","23895","0.16","0.18"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.01","359049","-0.02","-0.01"
"Average Progress 8 score","2016","Academic year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.03","341879","-0.04","-0.03"
"Average Progress 8 score","2016","Academic year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.15","1446","0.09","0.2"
"Average Progress 8 score","2016","Academic year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.91","47","-1.21","-0.6"
"Average Progress 8 score","2016","Academic year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.61","439","-0.71","-0.51"
"Average Progress 8 score","2016","Academic year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.47","15238","0.45","0.48"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.05","17291","0.03","0.07"
"Average Progress 8 score","2016","Academic year","Mixed - White and Black Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.17","5425","-0.2","-0.14"
"Average Progress 8 score","2016","Academic year","Mixed - White and Black African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.11","1940","0.06","0.15"
"Average Progress 8 score","2016","Academic year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","All pupils","Non-FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.17","4025","0.14","0.21"
