"Measurement","Region","Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Value","Value_type","Denominator"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Blackburn with Darwen","E06000008","Mixed","White/Asian/Black/Mixed/Chinese","All","94","%","87"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Blackpool","E06000009","Mixed","White/Asian/Black/Mixed/Chinese","All","91","%","66"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Bolton","E08000001","Mixed","White/Asian/Black/Mixed/Chinese","All","85","%","161"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Bury","E08000002","Mixed","White/Asian/Black/Mixed/Chinese","All","86","%","97"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Cheshire East","E06000049","Mixed","White/Asian/Black/Mixed/Chinese","All","84","%","152"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Cheshire West and Chester","E06000050","Mixed","White/Asian/Black/Mixed/Chinese","All","83","%","116"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Cumbria","E10000006","Mixed","White/Asian/Black/Mixed/Chinese","All","76","%","84"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Halton","E06000006","Mixed","White/Asian/Black/Mixed/Chinese","All","76","%","50"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Knowsley","E08000011","Mixed","White/Asian/Black/Mixed/Chinese","All","66","%","50"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Lancashire","E10000017","Mixed","White/Asian/Black/Mixed/Chinese","All","82","%","455"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Liverpool","E08000012","Mixed","White/Asian/Black/Mixed/Chinese","All","76","%","278"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Manchester","E08000003","Mixed","White/Asian/Black/Mixed/Chinese","All","79","%","616"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Oldham","E08000004","Mixed","White/Asian/Black/Mixed/Chinese","All","82","%","134"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Rochdale","E08000005","Mixed","White/Asian/Black/Mixed/Chinese","All","86","%","138"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Salford","E08000006","Mixed","White/Asian/Black/Mixed/Chinese","All","85","%","263"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Sefton","E08000014","Mixed","White/Asian/Black/Mixed/Chinese","All","78","%","69"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","St. Helens","E08000013","Mixed","White/Asian/Black/Mixed/Chinese","All","80","%","41"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Stockport","E08000007","Mixed","White/Asian/Black/Mixed/Chinese","All","81","%","172"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Tameside","E08000008","Mixed","White/Asian/Black/Mixed/Chinese","All","78","%","141"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Trafford","E08000009","Mixed","White/Asian/Black/Mixed/Chinese","All","81","%","231"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Warrington","E06000007","Mixed","White/Asian/Black/Mixed/Chinese","All","89","%","91"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Wigan","E08000010","Mixed","White/Asian/Black/Mixed/Chinese","All","91","%","85"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Wirral","E08000015","Mixed","White/Asian/Black/Mixed/Chinese","All","82","%","102"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Barnsley","E08000016","Mixed","White/Asian/Black/Mixed/Chinese","All","80","%","59"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Bradford","E08000032","Mixed","White/Asian/Black/Mixed/Chinese","All","76","%","452"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Calderdale","E08000033","Mixed","White/Asian/Black/Mixed/Chinese","All","81","%","123"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Doncaster","E08000017","Mixed","White/Asian/Black/Mixed/Chinese","All","78","%","109"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Mixed","White/Asian/Black/Mixed/Chinese","All","86","%","90"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Mixed","White/Asian/Black/Mixed/Chinese","All","81","%","128"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Kirklees","E08000034","Mixed","White/Asian/Black/Mixed/Chinese","All","78","%","367"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Leeds","E08000035","Mixed","White/Asian/Black/Mixed/Chinese","All","75","%","680"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","North East Lincolnshire","E06000012","Mixed","White/Asian/Black/Mixed/Chinese","All","87","%","61"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","North Lincolnshire","E06000013","Mixed","White/Asian/Black/Mixed/Chinese","All","82","%","28"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","North Yorkshire","E10000023","Mixed","White/Asian/Black/Mixed/Chinese","All","83","%","161"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Rotherham","E08000018","Mixed","White/Asian/Black/Mixed/Chinese","All","81","%","104"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Sheffield","E08000019","Mixed","White/Asian/Black/Mixed/Chinese","All","78","%","525"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Wakefield","E08000036","Mixed","White/Asian/Black/Mixed/Chinese","All","85","%","138"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","York","E06000014","Mixed","White/Asian/Black/Mixed/Chinese","All","86","%","73"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Derby","E06000015","Mixed","White/Asian/Black/Mixed/Chinese","All","75","%","253"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Derbyshire","E10000007","Mixed","White/Asian/Black/Mixed/Chinese","All","80","%","272"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Leicester","E06000016","Mixed","White/Asian/Black/Mixed/Chinese","All","79","%","363"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Leicestershire","E10000018","Mixed","White/Asian/Black/Mixed/Chinese","All","81","%","372"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Lincolnshire","E10000019","Mixed","White/Asian/Black/Mixed/Chinese","All","83","%","229"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Northamptonshire","E10000021","Mixed","White/Asian/Black/Mixed/Chinese","All","83","%","543"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Nottingham","E06000018","Mixed","White/Asian/Black/Mixed/Chinese","All","78","%","539"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Nottinghamshire","E10000024","Mixed","White/Asian/Black/Mixed/Chinese","All","81","%","442"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Rutland","E06000017","Mixed","White/Asian/Black/Mixed/Chinese","All","!","%","12"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Birmingham","E08000025","Mixed","White/Asian/Black/Mixed/Chinese","All","81","%","1420"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Coventry","E08000026","Mixed","White/Asian/Black/Mixed/Chinese","All","80","%","291"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Dudley","E08000027","Mixed","White/Asian/Black/Mixed/Chinese","All","78","%","269"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Herefordshire, County of","E06000019","Mixed","White/Asian/Black/Mixed/Chinese","All","84","%","69"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Sandwell","E08000028","Mixed","White/Asian/Black/Mixed/Chinese","All","79","%","439"
