"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","75","%","477"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","?","%","25"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","?","%","14"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","71","%","283"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","79","%","118"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Merseyside","ONS geography code","E23000004","All","16+","All","All","?","%","37"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Yorkshire and the Humber","ONS geography code","E12000003","All","16+","All","All","73","%","396"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Humberside","ONS geography code","E23000012","All","16+","All","All","?","%","20"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North Yorkshire","ONS geography code","E23000009","All","16+","All","All","?","%","17"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South Yorkshire","ONS geography code","E23000011","All","16+","All","All","74","%","56"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Yorkshire","ONS geography code","E23000010","All","16+","All","All","73","%","303"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","East Midlands","ONS geography code","E12000004","All","16+","All","All","82","%","429"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Derbyshire","ONS geography code","E23000018","All","16+","All","All","82","%","57"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Leicestershire","ONS geography code","E23000021","All","16+","All","All","84","%","234"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Lincolnshire","ONS geography code","E23000020","All","16+","All","All","?","%","18"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Northamptonshire","ONS geography code","E23000022","All","16+","All","All","71","%","51"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Nottinghamshire","ONS geography code","E23000019","All","16+","All","All","83","%","69"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands Region","ONS geography code","E12000005","All","16+","All","All","75","%","681"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Staffordshire","ONS geography code","E23000015","All","16+","All","All","?","%","49"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Warwickshire","ONS geography code","E23000017","All","16+","All","All","87","%","76"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Mercia","ONS geography code","E23000016","All","16+","All","All","?","%","36"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands","ONS geography code","E23000014","All","16+","All","All","75","%","520"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","84","%","465"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","76","%","179"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","85","%","68"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","86","%","66"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","89","%","115"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","?","%","16"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Suffolk","ONS geography code","E23000025","All","16+","All","All","?","%","21"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","London","ONS geography code","E12000007","All","16+","All","All","80","%","1857"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","City of London / Metropolitan Police","ONS geography code","E12000007","All","16+","All","All","80","%","1857"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South East","ONS geography code","E12000008","All","16+","All","All","82","%","627"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Hampshire","ONS geography code","E23000030","All","16+","All","All","85","%","80"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Kent","ONS geography code","E23000032","All","16+","All","All","78","%","77"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Surrey","ONS geography code","E23000031","All","16+","All","All","82","%","87"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Sussex","ONS geography code","E23000033","All","16+","All","All","84","%","67"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Thames Valley","ONS geography code","E23000029","All","16+","All","All","81","%","316"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South West","ONS geography code","E12000009","All","16+","All","All","83","%","171"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Avon and Somerset","ONS geography code","E23000036","All","16+","All","All","80","%","57"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Devon and Cornwall","ONS geography code","E23000035","All","16+","All","All","?","%","19"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","?","%","26"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","?","%","34"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","?","%","35"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","86","%","113"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","?","%","14"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","?","%","31"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","?","%","13"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","85","%","55"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","71","%","2775"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","?","%","28"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","?","%","13"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","?","%","2"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","?","%","13"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","75","%","166"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","?","%","5"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","?","%","4"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","74","%","130"
