"Title"," EBacc achievement by ethnicity, gender and area"
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Notes","Boys-Value","Boys-Denominator","Notes","Girls-Value","Girls-Denominator","Notes"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","23","1913","NA","NA","","19","959","","27","954",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","25","1833","NA","NA","","21","944","","29","889",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","19","3100","NA","NA","","14","1586","","24","1514",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","19","1567","NA","NA","","15","803","","24","764",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","20","1421","NA","NA","","14","691","","26","730",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","26","1842","NA","NA","","20","983","","32","859",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","21","2677","NA","NA","","14","1405","","28","1272",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","16","922","NA","NA","","12","452","","19","470",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","9","1270","NA","NA","","7","624","","11","646",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","16","2354","NA","NA","","13","1243","","20","1111",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","26","1636","NA","NA","","22","839","","31","797",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","27","3509","NA","NA","","19","1738","","34","1771",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","30","3283","NA","NA","","25","1664","","35","1619",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","22","4987","NA","NA","","16","2549","","28","2438",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","32","1335","NA","NA","","28","675","","36","660",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","10","1103","NA","NA","","7","582","","13","521",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","22","10512","NA","NA","","17","5428","","27","5084",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","23","3919","NA","NA","","19","1945","","27","1974",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","17","2312","NA","NA","","13","1206","","20","1106",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","18","1901","NA","NA","","13","974","","23","927",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","14","1601","NA","NA","","10","828","","17","773",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","19","1832","NA","NA","","15","879","","23","953",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","25","2896","NA","NA","","18","1474","","33","1422",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","20","1675","NA","NA","","16","873","","25","802",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","30","2463","NA","NA","","26","1228","","35","1235",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","18","2078","NA","NA","","13","1042","","24","1036",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","36","2118","NA","NA","","31","1052","","41","1066",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","24","2216","NA","NA","","20","1144","","27","1072",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","22","3271","NA","NA","","17","1660","","28","1611",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","34","3222","NA","NA","","30","1521","","37","1701",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","18","2018","NA","NA","","14","1011","","21","1007",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","18","2979","NA","NA","","13","1455","","23","1524",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","26","2021","NA","NA","","22","1052","","30","969",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","16","2808","NA","NA","","11","1433","","20","1375",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","21","3222","NA","NA","","15","1604","","27","1618",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","20","2028","NA","NA","","19","1008","","22","1020",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","22","3029","NA","NA","","17","1504","","28","1525",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","24","5700","NA","NA","","18","2938","","29","2762",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","17","1486","NA","NA","","13","737","","22","749",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","18","1751","NA","NA","","14","907","","22","844",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","29","5886","NA","NA","","23","3059","","35","2827",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","20","2980","NA","NA","","14","1476","","26","1504",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","23","4001","NA","NA","","18","2074","","27","1927",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","20","3407","NA","NA","","14","1771","","26","1636",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","York","Local Authority","E06000014","All pupils","All pupils","35","1511","NA","NA","","29","774","","41","737",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","19","2015","NA","NA","","14","1050","","24","965",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","19","7297","NA","NA","","14","3663","","24","3634",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","9","1149","NA","NA","","8","605","","11","544",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","18","6108","NA","NA","","13","3122","","22","2986",""
