"Title","English Baccalaureate (EBacc) achievement for children aged 14 to 16 (key stage 4)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-03-05"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Oldham","Local Authority","E08000004","All pupils","All pupils","17.5","1901","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Rochdale","Local Authority","E08000005","All pupils","All pupils","13.7","1601","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Salford","Local Authority","E08000006","All pupils","All pupils","19.1","1832","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Sefton","Local Authority","E08000014","All pupils","All pupils","25.4","2896","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","St. Helens","Local Authority","E08000013","All pupils","All pupils","20.2","1675","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Stockport","Local Authority","E08000007","All pupils","All pupils","30.2","2463","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Tameside","Local Authority","E08000008","All pupils","All pupils","18.3","2078","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Trafford","Local Authority","E08000009","All pupils","All pupils","35.9","2118","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Warrington","Local Authority","E06000007","All pupils","All pupils","23.5","2216","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Wigan","Local Authority","E08000010","All pupils","All pupils","22","3271","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Wirral","Local Authority","E08000015","All pupils","All pupils","33.9","3222","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Barnsley","Local Authority","E08000016","All pupils","All pupils","17.7","2018","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Bradford","Local Authority","E08000032","All pupils","All pupils","18.1","2979","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Calderdale","Local Authority","E08000033","All pupils","All pupils","25.5","2021","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Doncaster","Local Authority","E08000017","All pupils","All pupils","15.6","2808","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","21.1","3222","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","20.3","2028","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Kirklees","Local Authority","E08000034","All pupils","All pupils","22.2","3029","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Leeds","Local Authority","E08000035","All pupils","All pupils","23.5","5700","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","17.2","1486","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","18.2","1751","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","28.7","5886","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Rotherham","Local Authority","E08000018","All pupils","All pupils","20","2980","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Sheffield","Local Authority","E08000019","All pupils","All pupils","22.5","4001","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Wakefield","Local Authority","E08000036","All pupils","All pupils","19.5","3407","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","York","Local Authority","E06000014","All pupils","All pupils","34.7","1511","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Derby","Local Authority","E06000015","All pupils","All pupils","18.8","2015","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Derbyshire","Local Authority","E10000007","All pupils","All pupils","18.8","7297","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Leicester","Local Authority","E06000016","All pupils","All pupils","9.2","1149","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Leicestershire","Local Authority","E10000018","All pupils","All pupils","17.5","6108","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","27.3","7464","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","21.7","6612","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Nottingham","Local Authority","E06000018","All pupils","All pupils","13.9","1528","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","24.8","7243","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Rutland","Local Authority","E06000017","All pupils","All pupils","25.8","472","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Birmingham","Local Authority","E08000025","All pupils","All pupils","24.4","4492","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Coventry","Local Authority","E08000026","All pupils","All pupils","17.8","2275","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Dudley","Local Authority","E08000027","All pupils","All pupils","16.9","2974","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","23.3","1681","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Sandwell","Local Authority","E08000028","All pupils","All pupils","10.6","1986","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Shropshire","Local Authority","E06000051","All pupils","All pupils","24.3","2857","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Solihull","Local Authority","E08000029","All pupils","All pupils","27","2375","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Staffordshire","Local Authority","E10000028","All pupils","All pupils","20","8176","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","15.1","1801","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","22.1","1769","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Walsall","Local Authority","E08000030","All pupils","All pupils","17.6","2306","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Warwickshire","Local Authority","E10000031","All pupils","All pupils","28.4","5003","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","12.4","1457","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Worcestershire","Local Authority","E10000034","All pupils","All pupils","24.7","5183","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Bedford","Local Authority","E06000055","All pupils","All pupils","18.5","1308","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","26.4","5139","","",""
