"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Age_Group","Age_Group_type","Geography","Geography_type","Number of arrests","Population by ethnicity, gender, and PFA (based on 2011 Census)","Rate per 1,000 population by ethnicity, gender, and PFA","Proportion of arrests of this ethnicity, in this year, of this gender and in this police force area (excludes unreported)"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Yorkshire","Police Force Area","110","2,021","54.43","0.75%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Yorkshire","Police Force Area","93","3,161","29.42","0.64%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Yorkshire","Police Force Area","226","3,750","60.27","1.55%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Yorkshire","Police Force Area","466"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Yorkshire","Police Force Area","14,047","376,332","37.33","96.16%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northamptonshire","Police Force Area","402","11,312","35.54","3.18%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northamptonshire","Police Force Area","854","8,391","101.78","6.76%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northamptonshire","Police Force Area","123","2,838","43.34","0.97%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northamptonshire","Police Force Area","331","7,214","45.88","2.62%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northamptonshire","Police Force Area","172"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northamptonshire","Police Force Area","10,923","311,587","35.06","86.46%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northumbria","Police Force Area","707","20,028","35.3","1.48%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northumbria","Police Force Area","374","4,958","75.43","0.78%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northumbria","Police Force Area","114","9,830","11.6","0.24%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northumbria","Police Force Area","204","6,267","32.55","0.43%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northumbria","Police Force Area","904"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northumbria","Police Force Area","46,428","653,637","71.03","97.07%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Nottinghamshire","Police Force Area","1,037","24,823","41.78","3.45%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Nottinghamshire","Police Force Area","1,909","13,780","138.53","6.35%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Nottinghamshire","Police Force Area","209","8,418","24.83","0.70%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Nottinghamshire","Police Force Area","1,122","16,232","69.12","3.73%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Nottinghamshire","Police Force Area","315"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Nottinghamshire","Police Force Area","25,765","477,246","53.99","85.76%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Wales","Police Force Area","506","18,719","27.03","1.72%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Wales","Police Force Area","766","6,975","109.82","2.60%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Wales","Police Force Area","274","10,479","26.15","0.93%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Wales","Police Force Area","555","8,854","62.68","1.89%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Wales","Police Force Area","1,358"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Wales","Police Force Area","27,308","585,140","46.67","92.86%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Yorkshire","Police Force Area","1,202","28,371","42.37","3.80%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Yorkshire","Police Force Area","1,532","13,421","114.15","4.84%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Yorkshire","Police Force Area","379","13,462","28.15","1.20%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Yorkshire","Police Force Area","378","10,346","36.54","1.19%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Yorkshire","Police Force Area","170"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Yorkshire","Police Force Area","28,154","596,172","47.22","88.97%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Staffordshire","Police Force Area"," -   ","18,328"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Staffordshire","Police Force Area"," -   ","4,721"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Staffordshire","Police Force Area"," -   ","4,129"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Staffordshire","Police Force Area"," -   ","7,202"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Staffordshire","Police Force Area","21,376"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Staffordshire","Police Force Area"," -   ","509,533"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Suffolk","Police Force Area"," -   ","5,528"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Suffolk","Police Force Area"," -   ","3,825"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Suffolk","Police Force Area"," -   ","2,591"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Suffolk","Police Force Area"," -   ","6,490"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Suffolk","Police Force Area","8,433"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Suffolk","Police Force Area"," -   ","341,353"," -   ","N/A"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Surrey","Police Force Area","605","26,568","22.77","4.21%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Surrey","Police Force Area","506","6,001","84.32","3.52%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Surrey","Police Force Area","133","8,901","14.94","0.93%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Surrey","Police Force Area","205","11,800","17.37","1.43%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Surrey","Police Force Area","786"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Surrey","Police Force Area","12,929","501,395","25.79","89.92%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Sussex","Police Force Area","741","20,175","36.73","2.58%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Sussex","Police Force Area","1,378","7,093","194.28","4.81%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Sussex","Police Force Area","227","8,309","27.32","0.79%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Sussex","Police Force Area","678","15,077","44.97","2.36%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Sussex","Police Force Area","2,441"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Sussex","Police Force Area","25,652","729,785","35.15","89.45%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Thames Valley","Police Force Area","4,258","96,761","44.01","8.54%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Thames Valley","Police Force Area","3,985","34,048","117.04","7.99%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Thames Valley","Police Force Area","266","15,952","16.68","0.53%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Thames Valley","Police Force Area","2,095","28,138","74.45","4.20%"
"Number of arrests","2006/07","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Thames Valley","Police Force Area","1,184"," N/A "," N/A ","N/A"
"Number of arrests","2006/07","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Thames Valley","Police Force Area","39,275","947,841","41.44","78.74%"
"Number of arrests","2006/07","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Warwickshire","Police Force Area","338","11,305","29.9","3.44%"
"Number of arrests","2006/07","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Warwickshire","Police Force Area","264","2,293","115.13","2.69%"
"Number of arrests","2006/07","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Warwickshire","Police Force Area","37","2,289","16.16","0.38%"
"Number of arrests","2006/07","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Warwickshire","Police Force Area","228","3,993","57.1","2.32%"
