"Title","Household income"
"Location","United Kingdom"
"Time period","2013/14 to 2015/16"
"Data source","Department for Work and Pensions"
"Data source link","https://www.gov.uk/government/statistics/family-resources-survey-financial-year-201516"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","16 March 2017"
"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator","Numerator","Upper bound","Lower bound","Note"
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2009/10-2011/12","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","597","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2009/10-2011/12","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","19","597","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2010/11-2012/13","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","66,320","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2010/11-2012/13","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","66,320","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2010/11-2012/13","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","13","66,320","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2010/11-2012/13","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","13","66,320","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2010/11-2012/13","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","66,320","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2010/11-2012/13","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","66,320","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2010/11-2012/13","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","66,320","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2010/11-2012/13","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","66,320","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2010/11-2012/13","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","66,320","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2010/11-2012/13","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","66,320","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2010/11-2012/13","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","22","66,320","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2010/11-2012/13","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","1","61,420","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2010/11-2012/13","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","61,420","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2010/11-2012/13","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","13","61,420","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2010/11-2012/13","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","13","61,420","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2010/11-2012/13","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","61,420","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2010/11-2012/13","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","61,420","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2010/11-2012/13","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","61,420","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2010/11-2012/13","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","61,420","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2010/11-2012/13","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","61,420","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2010/11-2012/13","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","61,420","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2010/11-2012/13","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","22","61,420","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2010/11-2012/13","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","1","58,941","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2010/11-2012/13","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","58,941","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2010/11-2012/13","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","13","58,941","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2010/11-2012/13","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","13","58,941","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2010/11-2012/13","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","58,941","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2010/11-2012/13","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","58,941","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2010/11-2012/13","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","58,941","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2010/11-2012/13","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","58,941","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2010/11-2012/13","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","58,941","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2010/11-2012/13","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","58,941","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2010/11-2012/13","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","22","58,941","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2010/11-2012/13","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","2,479","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2010/11-2012/13","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","2,479","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2010/11-2012/13","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","2,479","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2010/11-2012/13","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","2,479","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2010/11-2012/13","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","2,479","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2010/11-2012/13","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","2,479","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2010/11-2012/13","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","2,479","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2010/11-2012/13","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","2,479","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2010/11-2012/13","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","2,479","","","",""
