"Title","Fire and rescue services workforce"
"Location","England"
"Time period","2011 to 2017"
"Data source","Home Office"
"Data source link","https://www.gov.uk/government/statistics/fire-and-rescue-workforce-and-pensions-statistics-england-april-2016-to-march-2017"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-09-13"
"Ethnicity","Area","Type","Value","Value_type","Headcount"
"White","Cornwall","Fire Control","100","%","15"
"White","Cornwall","Retained Duty System firefighters","98.6","%","341"
"White","Cornwall","Support Staff","99.1","%","113"
"White","Cornwall","Total Staff","98.2","%","637"
"White","Cornwall","Total firefighters","97.9","%","509"
"White","Cornwall","Wholetime firefighters","96.6","%","168"
"White","Cumbria","Fire Control","N.A","%","0"
"White","Cumbria","Retained Duty System firefighters","100","%","276"
"White","Cumbria","Support Staff","100","%","48"
"White","Cumbria","Total Staff","99.6","%","513"
"White","Cumbria","Total firefighters","99.6","%","465"
"White","Cumbria","Wholetime firefighters","99","%","189"
"White","Derbyshire","Fire Control","96.2","%","25"
"White","Derbyshire","Retained Duty System firefighters","99.4","%","320"
"White","Derbyshire","Support Staff","95.3","%","162"
"White","Derbyshire","Total Staff","97.6","%","845"
"White","Derbyshire","Total firefighters","98.2","%","658"
"White","Derbyshire","Wholetime firefighters","97.1","%","338"
"White","Devon and Somerset","Fire Control","97.3","%","36"
"White","Devon and Somerset","Retained Duty System firefighters","99.6","%","1058"
"White","Devon and Somerset","Support Staff","100","%","209"
"White","Devon and Somerset","Total Staff","99.5","%","1805"
"White","Devon and Somerset","Total firefighters","99.5","%","1560"
"White","Devon and Somerset","Wholetime firefighters","99.2","%","502"
"White","Dorset and Wiltshire","Fire Control","100","%","24"
"White","Dorset and Wiltshire","Retained Duty System firefighters","99.3","%","534"
"White","Dorset and Wiltshire","Support Staff","98.3","%","236"
"White","Dorset and Wiltshire","Total Staff","98.4","%","1190"
"White","Dorset and Wiltshire","Total firefighters","98.4","%","930"
"White","Dorset and Wiltshire","Wholetime firefighters","97.3","%","396"
"White","Durham","Fire Control","100","%","18"
"White","Durham","Retained Duty System firefighters","97.6","%","159"
"White","Durham","Support Staff","98.5","%","67"
"White","Durham","Total Staff","97.8","%","540"
"White","Durham","Total firefighters","97.6","%","455"
"White","Durham","Wholetime firefighters","97.7","%","296"
"White","East Sussex","Fire Control","89.1","%","41"
"White","East Sussex","Retained Duty System firefighters","97","%","286"
"White","East Sussex","Support Staff","97.2","%","141"
"White","East Sussex","Total Staff","96.7","%","797"
"White","East Sussex","Total firefighters","97.2","%","615"
"White","East Sussex","Wholetime firefighters","97.3","%","329"
"White","England","Fire Control","96.7","%","995"
"White","England","Retained Duty System firefighters","98.7","%","10228"
"White","England","Support Staff","92.7","%","6247"
"White","England","Total Staff","95.5","%","37570"
"White","England","Total firefighters","96.1","%","30328"
"White","England","Wholetime firefighters","94.8","%","20100"
"White","Essex","Fire Control","95.5","%","21"
"White","Essex","Retained Duty System firefighters","99.3","%","268"
"White","Essex","Support Staff","98.8","%","165"
"White","Essex","Total Staff","98.5","%","670"
"White","Essex","Total firefighters","?","%","484"
"White","Essex","Wholetime firefighters","97.7","%","216"
"White","Gloucestershire","Fire Control","100","%","17"
"White","Gloucestershire","Retained Duty System firefighters","100","%","175"
"White","Gloucestershire","Support Staff","97.2","%","35"
"White","Gloucestershire","Total Staff","97","%","359"
"White","Gloucestershire","Total firefighters","96.9","%","307"
"White","Gloucestershire","Wholetime firefighters","93","%","132"
"White","Greater London","Fire Control","87.3","%","89"
"White","Greater London","Retained Duty System firefighters","N.A","%","0"
"White","Greater London","Support Staff","72.4","%","565"
"White","Greater London","Total Staff","84.8","%","4663"
"White","Greater London","Total firefighters","86.8","%","4009"
"White","Greater London","Wholetime firefighters","86.8","%","4009"
"White","Greater Manchester","Fire Control","N.A","%","0"
"White","Greater Manchester","Retained Duty System firefighters","100","%","13"
"White","Greater Manchester","Support Staff","93.2","%","372"
"White","Greater Manchester","Total Staff","95.7","%","1547"
"White","Greater Manchester","Total firefighters","96.5","%","1175"
"White","Greater Manchester","Wholetime firefighters","96.4","%","1162"
"White","Hampshire","Fire Control","100","%","37"
"White","Hampshire","Retained Duty System firefighters","99.3","%","550"
"White","Hampshire","Support Staff","97.2","%","241"
"White","Hampshire","Total Staff","98.8","%","1493"
"White","Hampshire","Total firefighters","99.1","%","1215"
"White","Hampshire","Wholetime firefighters","99","%","665"
"White","Hereford and Worcester","Fire Control","100","%","23"
"White","Hereford and Worcester","Retained Duty System firefighters","97.1","%","365"
"White","Hereford and Worcester","Support Staff","98","%","98"
"White","Hereford and Worcester","Total Staff","98.1","%","720"
"White","Hereford and Worcester","Total firefighters","98","%","599"
"White","Hereford and Worcester","Wholetime firefighters","99.6","%","234"
"White","Hertfordshire","Fire Control","96.4","%","27"
"White","Hertfordshire","Retained Duty System firefighters","98.2","%","165"
"White","Hertfordshire","Support Staff","96.8","%","153"
"White","Hertfordshire","Total Staff","97.2","%","800"
"White","Hertfordshire","Total firefighters","97.3","%","620"
"White","Hertfordshire","Wholetime firefighters","97","%","455"
"White","Humberside","Fire Control","100","%","26"
"White","Humberside","Retained Duty System firefighters","98.5","%","263"
"White","Humberside","Support Staff","97.8","%","181"
"White","Humberside","Total Staff","98.4","%","925"
"White","Humberside","Total firefighters","98.5","%","718"
"White","Humberside","Wholetime firefighters","98.5","%","455"
"White","Isle Of Wight","Fire Control","N.A","%","0"
"White","Isle Of Wight","Retained Duty System firefighters","100","%","95"
"White","Isle Of Wight","Support Staff","100","%","18"
"White","Isle Of Wight","Total Staff","100","%","188"
"White","Isle Of Wight","Total firefighters","100","%","170"
"White","Isle Of Wight","Wholetime firefighters","100","%","75"
"White","Isles of Scilly","Fire Control","N.A","%","0"
"White","Isles of Scilly","Retained Duty System firefighters","100","%","38"
"White","Isles of Scilly","Support Staff","N.A","%","0"
"White","Isles of Scilly","Total Staff","100","%","38"
"White","Isles of Scilly","Total firefighters","100","%","38"
"White","Isles of Scilly","Wholetime firefighters","N.A","%","0"
"White","Kent","Fire Control","100","%","26"
"White","Kent","Retained Duty System firefighters","99.1","%","324"
"White","Kent","Support Staff","96.4","%","185"
"White","Kent","Total Staff","98.6","%","1050"
"White","Kent","Total firefighters","?","%","839"
"White","Kent","Wholetime firefighters","99","%","515"
"White","Lancashire","Fire Control","100","%","2"
"White","Lancashire","Retained Duty System firefighters","96.7","%","379"
"White","Lancashire","Support Staff","95.7","%","200"
"White","Lancashire","Total Staff","97.3","%","1173"
"White","Lancashire","Total firefighters","97.7","%","971"
"White","Lancashire","Wholetime firefighters","98.3","%","592"
"White","Leicestershire","Fire Control","90.9","%","20"
"White","Leicestershire","Retained Duty System firefighters","99.5","%","192"
"White","Leicestershire","Support Staff","90.6","%","106"
"White","Leicestershire","Total Staff","96.5","%","653"
"White","Leicestershire","Total firefighters","98","%","527"
"White","Leicestershire","Wholetime firefighters","97.1","%","335"
"White","Lincolnshire","Fire Control","100","%","17"
"White","Lincolnshire","Retained Duty System firefighters","98","%","435"
"White","Lincolnshire","Support Staff","100","%","53"
"White","Lincolnshire","Total Staff","98.2","%","671"
"White","Lincolnshire","Total firefighters","98","%","601"
"White","Lincolnshire","Wholetime firefighters","98.2","%","166"
"White","Merseyside","Fire Control","100","%","34"
"White","Merseyside","Retained Duty System firefighters","94.7","%","302"
"White","Merseyside","Support Staff","96.7","%","292"
"White","Merseyside","Total Staff","96","%","1245"
"White","Merseyside","Total firefighters","95.6","%","919"
"White","Merseyside","Wholetime firefighters","96.1","%","617"
"White","Metropolitan fire and rescue authorities","Fire Control","94.7","%","286"
"White","Metropolitan fire and rescue authorities","Retained Duty System firefighters","96.6","%","546"
"White","Metropolitan fire and rescue authorities","Support Staff","85.8","%","2214"
"White","Metropolitan fire and rescue authorities","Total Staff","90.6","%","12213"
"White","Metropolitan fire and rescue authorities","Total firefighters","91.7","%","9713"
"White","Metropolitan fire and rescue authorities","Wholetime firefighters","91.4","%","9167"
"White","Non Metropolitan fire and rescue authorities","Fire Control","97.5","%","709"
"White","Non Metropolitan fire and rescue authorities","Retained Duty System firefighters","98.8","%","9682"
"White","Non Metropolitan fire and rescue authorities","Support Staff","97","%","4033"
"White","Non Metropolitan fire and rescue authorities","Total Staff","98","%","25357"
"White","Non Metropolitan fire and rescue authorities","Total firefighters","98.3","%","20615"
"White","Non Metropolitan fire and rescue authorities","Wholetime firefighters","97.8","%","10933"
"White","Norfolk","Fire Control","93.8","%","15"
"White","Norfolk","Retained Duty System firefighters","99.7","%","328"
"White","Norfolk","Support Staff","100","%","61"
"White","Norfolk","Total Staff","99.2","%","596"
"White","Norfolk","Total firefighters","99.2","%","520"
"White","Norfolk","Wholetime firefighters","98.5","%","192"
"White","North West Fire Control","Fire Control","98.4","%","62"
"White","North West Fire Control","Retained Duty System firefighters","N.A","%","0"
"White","North West Fire Control","Support Staff","100","%","4"
"White","North West Fire Control","Total Staff","98.5","%","66"
"White","North West Fire Control","Total firefighters","N.A","%","0"
"White","North West Fire Control","Wholetime firefighters","N.A","%","0"
"White","North Yorkshire","Fire Control","100","%","16"
"White","North Yorkshire","Retained Duty System firefighters","99.3","%","264"
"White","North Yorkshire","Support Staff","98.9","%","93"
"White","North Yorkshire","Total Staff","99.4","%","624"
"White","North Yorkshire","Total firefighters","99.4","%","515"
"White","North Yorkshire","Wholetime firefighters","99.6","%","251"
"White","Northamptonshire","Fire Control","93.8","%","15"
"White","Northamptonshire","Retained Duty System firefighters","98.1","%","158"
"White","Northamptonshire","Support Staff","91.3","%","42"
"White","Northamptonshire","Total Staff","96.6","%","425"
"White","Northamptonshire","Total firefighters","97.4","%","368"
"White","Northamptonshire","Wholetime firefighters","96.8","%","210"
"White","Northumberland","Fire Control","100","%","16"
"White","Northumberland","Retained Duty System firefighters","98.7","%","147"
"White","Northumberland","Support Staff","100","%","32"
"White","Northumberland","Total Staff","99.4","%","319"
"White","Northumberland","Total firefighters","99.3","%","271"
"White","Northumberland","Wholetime firefighters","100","%","124"
"White","Nottinghamshire","Fire Control","100","%","26"
"White","Nottinghamshire","Retained Duty System firefighters","97.9","%","234"
"White","Nottinghamshire","Support Staff","95.4","%","146"
"White","Nottinghamshire","Total Staff","96.6","%","823"
"White","Nottinghamshire","Total firefighters","96.7","%","651"
"White","Nottinghamshire","Wholetime firefighters","96.1","%","417"
"White","Oxfordshire","Fire Control","N.A","%","0"
"White","Oxfordshire","Retained Duty System firefighters","99","%","295"
"White","Oxfordshire","Support Staff","93.2","%","68"
"White","Oxfordshire","Total Staff","98.2","%","590"
"White","Oxfordshire","Total firefighters","98.9","%","522"
"White","Oxfordshire","Wholetime firefighters","98.7","%","227"
"White","Shropshire","Fire Control","100","%","17"
"White","Shropshire","Retained Duty System firefighters","100","%","224"
"White","Shropshire","Support Staff","96.9","%","62"
"White","Shropshire","Total Staff","98.7","%","443"
"White","Shropshire","Total firefighters","98.9","%","364"
"White","Shropshire","Wholetime firefighters","97.2","%","140"
"White","South Yorkshire","Fire Control","96","%","24"
"White","South Yorkshire","Retained Duty System firefighters","98.7","%","78"
"White","South Yorkshire","Support Staff","92.5","%","185"
"White","South Yorkshire","Total Staff","96.3","%","837"
"White","South Yorkshire","Total firefighters","97.5","%","628"
"White","South Yorkshire","Wholetime firefighters","97.4","%","550"
"White","Staffordshire","Fire Control","N.A","%","0"
"White","Staffordshire","Retained Duty System firefighters","N.A","%","0"
"White","Staffordshire","Support Staff","N.A","%","0"
"White","Staffordshire","Total Staff","58.8","%","10"
"White","Staffordshire","Total firefighters","?","%","10"
"White","Staffordshire","Wholetime firefighters","58.8","%","10"
"White","Suffolk","Fire Control","N.A","%","0"
"White","Suffolk","Retained Duty System firefighters","98.8","%","330"
"White","Suffolk","Support Staff","98.6","%","70"
"White","Suffolk","Total Staff","98.2","%","592"
"White","Suffolk","Total firefighters","98.1","%","522"
"White","Suffolk","Wholetime firefighters","97","%","192"
"White","Surrey","Fire Control","100","%","24"
"White","Surrey","Retained Duty System firefighters","99.1","%","115"
"White","Surrey","Support Staff","96.8","%","61"
"White","Surrey","Total Staff","97.6","%","654"
"White","Surrey","Total firefighters","97.6","%","569"
"White","Surrey","Wholetime firefighters","97.2","%","454"
"White","Tyne and Wear","Fire Control","100","%","31"
"White","Tyne and Wear","Retained Duty System firefighters","100","%","10"
"White","Tyne and Wear","Support Staff","97.1","%","169"
"White","Tyne and Wear","Total Staff","98.1","%","832"
"White","Tyne and Wear","Total firefighters","98.3","%","632"
"White","Tyne and Wear","Wholetime firefighters","98.3","%","622"
"White","Warwickshire","Fire Control","100","%","13"
"White","Warwickshire","Retained Duty System firefighters","98.9","%","91"
"White","Warwickshire","Support Staff","100","%","62"
"White","Warwickshire","Total Staff","97","%","360"
"White","Warwickshire","Total firefighters","96.3","%","285"
"White","Warwickshire","Wholetime firefighters","95.1","%","194"
"White","West Midlands","Fire Control","98.4","%","60"
"White","West Midlands","Retained Duty System firefighters","100","%","6"
"White","West Midlands","Support Staff","82.4","%","366"
"White","West Midlands","Total Staff","89.8","%","1702"
"White","West Midlands","Total firefighters","91.7","%","1276"
"White","West Midlands","Wholetime firefighters","91.7","%","1270"
"White","West Sussex","Fire Control","N.A","%","0"
"White","West Sussex","Retained Duty System firefighters","99.5","%","217"
"White","West Sussex","Support Staff","100","%","62"
"White","West Sussex","Total Staff","99.3","%","570"
"White","West Sussex","Total firefighters","99.2","%","508"
"White","West Sussex","Wholetime firefighters","99","%","291"
"White","West Yorkshire","Fire Control","98","%","48"
"White","West Yorkshire","Retained Duty System firefighters","99.3","%","137"
"White","West Yorkshire","Support Staff","94","%","265"
"White","West Yorkshire","Total Staff","95.8","%","1387"
"White","West Yorkshire","Total firefighters","96.2","%","1074"
"White","West Yorkshire","Wholetime firefighters","95.7","%","937"
