"Title","Jobseeker’s Allowance: how long people claim for"
"Location","England, Wales and Scotland"
"Time period","May 2012 to April 2017"
"Data source","Department for Work and Pensions"
"Data source link","https://www.nomisweb.co.uk"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","-"
"Month","Ethnicity","Duration","Region","Caseload","Value","Value"
"Jan-2012","White","over 26 and up to 52 weeks","North West","36,600","20.7%",""
"Jan-2012","Ethnic Minority","over 26 and up to 52 weeks","North West","4,670","22.8%",""
"Jan-2012","White British","over 26 and up to 52 weeks","North West","35,900","20.8%",""
"Jan-2012","White Other","over 26 and up to 52 weeks","North West","700","16.3%",""
"Jan-2012","Black","over 26 and up to 52 weeks","North West","1,280","23.4%",""
"Jan-2012","Asian","over 26 and up to 52 weeks","North West","2,190","22.9%",""
"Jan-2012","Mixed","over 26 and up to 52 weeks","North West","655","22.2%",""
"Jan-2012","Other","over 26 and up to 52 weeks","North West","545","21.8%",""
"Jan-2012","Unreported","over 26 and up to 52 weeks","North West","1,970","20.7%",""
"Jan-2012","All","over 52 and up to 78 weeks","North West","20,100","9.7%",""
"Jan-2012","White","over 52 and up to 78 weeks","North West","17,080","9.7%",""
"Jan-2012","Ethnic Minority","over 52 and up to 78 weeks","North West","2,100","10.2%",""
"Jan-2012","White British","over 52 and up to 78 weeks","North West","16,805","9.7%",""
"Jan-2012","White Other","over 52 and up to 78 weeks","North West","275","6.4%",""
"Jan-2012","Black","over 52 and up to 78 weeks","North West","660","12.0%",""
"Jan-2012","Asian","over 52 and up to 78 weeks","North West","900","9.4%",""
"Jan-2012","Mixed","over 52 and up to 78 weeks","North West","245","8.3%",""
"Jan-2012","Other","over 52 and up to 78 weeks","North West","295","11.8%",""
"Jan-2012","Unreported","over 52 and up to 78 weeks","North West","920","9.7%",""
"Jan-2012","All","over 78 and up to 104 weeks","North West","7,985","3.9%",""
"Jan-2012","White","over 78 and up to 104 weeks","North West","6,785","3.8%",""
"Jan-2012","Ethnic Minority","over 78 and up to 104 weeks","North West","800","3.9%",""
"Jan-2012","White British","over 78 and up to 104 weeks","North West","6,660","3.9%",""
"Jan-2012","White Other","over 78 and up to 104 weeks","North West","125","2.9%",""
"Jan-2012","Black","over 78 and up to 104 weeks","North West","275","5.0%",""
"Jan-2012","Asian","over 78 and up to 104 weeks","North West","335","3.5%",""
"Jan-2012","Mixed","over 78 and up to 104 weeks","North West","90","3.1%",""
"Jan-2012","Other","over 78 and up to 104 weeks","North West","105","4.2%",""
"Jan-2012","Unreported","over 78 and up to 104 weeks","North West","395","4.1%",""
"Jan-2012","All","over 104 weeks","North West","10,620","5.1%",""
"Jan-2012","White","over 104 weeks","North West","8,970","5.1%",""
"Jan-2012","Ethnic Minority","over 104 weeks","North West","1,020","5.0%",""
"Jan-2012","White British","over 104 weeks","North West","8,785","5.1%",""
"Jan-2012","White Other","over 104 weeks","North West","185","4.3%",""
"Jan-2012","Black","over 104 weeks","North West","405","7.4%",""
"Jan-2012","Asian","over 104 weeks","North West","325","3.4%",""
"Jan-2012","Mixed","over 104 weeks","North West","160","5.4%",""
"Jan-2012","Other","over 104 weeks","North West","125","5.0%",""
"Jan-2012","Unreported","over 104 weeks","North West","630","6.6%",""
"Jan-2012","All","All","Scotland","147,830","100.0%",""
"Jan-2012","White","All","Scotland","137,145","100.0%",""
"Jan-2012","Ethnic Minority","All","Scotland","3,705","100.0%",""
"Jan-2012","White British","All","Scotland","133,680","100.0%",""
"Jan-2012","White Other","All","Scotland","3,465","100.0%",""
"Jan-2012","Black","All","Scotland","765","100.0%",""
"Jan-2012","Asian","All","Scotland","1,625","100.0%",""
"Jan-2012","Mixed","All","Scotland","490","100.0%",""
"Jan-2012","Other","All","Scotland","825","100.0%",""
"Jan-2012","Unreported","All","Scotland","6,975","100.0%",""
"Jan-2012","All","13 weeks or less","Scotland","57,195","38.7%",""
"Jan-2012","White","13 weeks or less","Scotland","53,405","38.9%",""
"Jan-2012","Ethnic Minority","13 weeks or less","Scotland","1,330","35.9%",""
"Jan-2012","White British","13 weeks or less","Scotland","51,640","38.6%",""
"Jan-2012","White Other","13 weeks or less","Scotland","1,770","51.1%",""
"Jan-2012","Black","13 weeks or less","Scotland","275","35.9%",""
"Jan-2012","Asian","13 weeks or less","Scotland","620","38.2%",""
"Jan-2012","Mixed","13 weeks or less","Scotland","200","40.8%",""
"Jan-2012","Other","13 weeks or less","Scotland","235","28.5%",""
"Jan-2012","Unreported","13 weeks or less","Scotland","2,455","35.2%",""
"Jan-2012","All","over 13 and up to 26 weeks","Scotland","29,655","20.1%",""
"Jan-2012","White","over 13 and up to 26 weeks","Scotland","27,405","20.0%",""
"Jan-2012","Ethnic Minority","over 13 and up to 26 weeks","Scotland","835","22.5%",""
"Jan-2012","White British","over 13 and up to 26 weeks","Scotland","26,620","19.9%",""
"Jan-2012","White Other","over 13 and up to 26 weeks","Scotland","780","22.5%",""
"Jan-2012","Black","over 13 and up to 26 weeks","Scotland","160","20.9%",""
"Jan-2012","Asian","over 13 and up to 26 weeks","Scotland","365","22.5%",""
"Jan-2012","Mixed","over 13 and up to 26 weeks","Scotland","125","25.5%",""
"Jan-2012","Other","over 13 and up to 26 weeks","Scotland","185","22.4%",""
"Jan-2012","Unreported","over 13 and up to 26 weeks","Scotland","1,415","20.3%",""
"Jan-2012","All","over 26 and up to 52 weeks","Scotland","31,335","21.2%",""
"Jan-2012","White","over 26 and up to 52 weeks","Scotland","28,935","21.1%",""
"Jan-2012","Ethnic Minority","over 26 and up to 52 weeks","Scotland","845","22.8%",""
"Jan-2012","White British","over 26 and up to 52 weeks","Scotland","28,385","21.2%",""
"Jan-2012","White Other","over 26 and up to 52 weeks","Scotland","550","15.9%",""
"Jan-2012","Black","over 26 and up to 52 weeks","Scotland","185","24.2%",""
"Jan-2012","Asian","over 26 and up to 52 weeks","Scotland","360","22.2%",""
"Jan-2012","Mixed","over 26 and up to 52 weeks","Scotland","95","19.4%",""
"Jan-2012","Other","over 26 and up to 52 weeks","Scotland","200","24.2%",""
"Jan-2012","Unreported","over 26 and up to 52 weeks","Scotland","1,555","22.3%",""
"Jan-2012","All","over 52 and up to 78 weeks","Scotland","15,260","10.3%",""
"Jan-2012","White","over 52 and up to 78 weeks","Scotland","14,180","10.3%",""
"Jan-2012","Ethnic Minority","over 52 and up to 78 weeks","Scotland","365","9.9%",""
"Jan-2012","White British","over 52 and up to 78 weeks","Scotland","13,985","10.5%",""
"Jan-2012","White Other","over 52 and up to 78 weeks","Scotland","195","5.6%",""
"Jan-2012","Black","over 52 and up to 78 weeks","Scotland","70","9.2%",""
"Jan-2012","Asian","over 52 and up to 78 weeks","Scotland","150","9.2%",""
"Jan-2012","Mixed","over 52 and up to 78 weeks","Scotland","35","7.1%",""
"Jan-2012","Other","over 52 and up to 78 weeks","Scotland","110","13.3%",""
"Jan-2012","Unreported","over 52 and up to 78 weeks","Scotland","715","10.3%",""
"Jan-2012","All","over 78 and up to 104 weeks","Scotland","6,980","4.7%",""
"Jan-2012","White","over 78 and up to 104 weeks","Scotland","6,465","4.7%",""
"Jan-2012","Ethnic Minority","over 78 and up to 104 weeks","Scotland","160","4.3%",""
"Jan-2012","White British","over 78 and up to 104 weeks","Scotland","6,385","4.8%",""
"Jan-2012","White Other","over 78 and up to 104 weeks","Scotland","80","2.3%",""
"Jan-2012","Black","over 78 and up to 104 weeks","Scotland","30","3.9%",""
"Jan-2012","Asian","over 78 and up to 104 weeks","Scotland","55","3.4%",""
"Jan-2012","Mixed","over 78 and up to 104 weeks","Scotland","15","3.1%",""
"Jan-2012","Other","over 78 and up to 104 weeks","Scotland","60","7.3%",""
"Jan-2012","Unreported","over 78 and up to 104 weeks","Scotland","355","5.1%",""
"Jan-2012","All","over 104 weeks","Scotland","7,405","5.0%",""
"Jan-2012","White","over 104 weeks","Scotland","6,760","4.9%",""
"Jan-2012","Ethnic Minority","over 104 weeks","Scotland","170","4.6%",""
"Jan-2012","White British","over 104 weeks","Scotland","6,670","5.0%",""
"Jan-2012","White Other","over 104 weeks","Scotland","90","2.6%",""
"Jan-2012","Black","over 104 weeks","Scotland","40","5.2%",""
"Jan-2012","Asian","over 104 weeks","Scotland","75","4.6%",""
"Jan-2012","Mixed","over 104 weeks","Scotland","20","4.1%",""
"Jan-2012","Other","over 104 weeks","Scotland","35","4.2%",""
"Jan-2012","Unreported","over 104 weeks","Scotland","475","6.8%",""
"Jan-2012","All","All","South East","146,665","100.0%",""
"Jan-2012","White","All","South East","125,620","100.0%",""
"Jan-2012","Ethnic Minority","All","South East","13,650","100.0%",""
"Jan-2012","White British","All","South East","119,885","100.0%",""
"Jan-2012","White Other","All","South East","5,735","100.0%",""
"Jan-2012","Black","All","South East","4,340","100.0%",""
"Jan-2012","Asian","All","South East","5,425","100.0%",""
"Jan-2012","Mixed","All","South East","2,280","100.0%",""
"Jan-2012","Other","All","South East","1,610","100.0%",""
"Jan-2012","Unreported","All","South East","7,395","100.0%",""
"Jan-2012","All","13 weeks or less","South East","61,400","41.9%",""
"Jan-2012","White","13 weeks or less","South East","52,880","42.1%",""
"Jan-2012","Ethnic Minority","13 weeks or less","South East","5,445","39.9%",""
"Jan-2012","White British","13 weeks or less","South East","50,140","41.8%",""
"Jan-2012","White Other","13 weeks or less","South East","2,740","47.8%",""
"Jan-2012","Black","13 weeks or less","South East","1,550","35.7%",""
"Jan-2012","Asian","13 weeks or less","South East","2,250","41.5%",""
"Jan-2012","Mixed","13 weeks or less","South East","980","43.0%",""
"Jan-2012","Other","13 weeks or less","South East","660","41.0%",""
"Jan-2012","Unreported","13 weeks or less","South East","3,070","41.5%",""
"Jan-2012","All","over 13 and up to 26 weeks","South East","31,565","21.5%",""
"Jan-2012","White","over 13 and up to 26 weeks","South East","26,780","21.3%",""
"Jan-2012","Ethnic Minority","over 13 and up to 26 weeks","South East","3,075","22.5%",""
"Jan-2012","White British","over 13 and up to 26 weeks","South East","25,475","21.2%",""
"Jan-2012","White Other","over 13 and up to 26 weeks","South East","1,305","22.8%",""
"Jan-2012","Black","over 13 and up to 26 weeks","South East","945","21.8%",""
"Jan-2012","Asian","over 13 and up to 26 weeks","South East","1,220","22.5%",""
"Jan-2012","Mixed","over 13 and up to 26 weeks","South East","525","23.0%",""
"Jan-2012","Other","over 13 and up to 26 weeks","South East","385","23.9%",""
"Jan-2012","Unreported","over 13 and up to 26 weeks","South East","1,710","23.1%",""
"Jan-2012","All","over 26 and up to 52 weeks","South East","29,300","20.0%",""
"Jan-2012","White","over 26 and up to 52 weeks","South East","24,960","19.9%",""
"Jan-2012","Ethnic Minority","over 26 and up to 52 weeks","South East","2,930","21.5%",""
"Jan-2012","White British","over 26 and up to 52 weeks","South East","23,945","20.0%",""
"Jan-2012","White Other","over 26 and up to 52 weeks","South East","1,015","17.7%",""
"Jan-2012","Black","over 26 and up to 52 weeks","South East","975","22.5%",""
"Jan-2012","Asian","over 26 and up to 52 weeks","South East","1,155","21.3%",""
"Jan-2012","Mixed","over 26 and up to 52 weeks","South East","465","20.4%",""
"Jan-2012","Other","over 26 and up to 52 weeks","South East","340","21.1%",""
"Jan-2012","Unreported","over 26 and up to 52 weeks","South East","1,405","19.0%",""
"Jan-2012","All","over 52 and up to 78 weeks","South East","12,725","8.7%",""
"Jan-2012","White","over 52 and up to 78 weeks","South East","10,945","8.7%",""
"Jan-2012","Ethnic Minority","over 52 and up to 78 weeks","South East","1,210","8.9%",""
"Jan-2012","White British","over 52 and up to 78 weeks","South East","10,585","8.8%",""
"Jan-2012","White Other","over 52 and up to 78 weeks","South East","355","6.2%",""
"Jan-2012","Black","over 52 and up to 78 weeks","South East","475","10.9%",""
"Jan-2012","Asian","over 52 and up to 78 weeks","South East","435","8.0%",""
"Jan-2012","Mixed","over 52 and up to 78 weeks","South East","175","7.7%",""
"Jan-2012","Other","over 52 and up to 78 weeks","South East","130","8.1%",""
"Jan-2012","Unreported","over 52 and up to 78 weeks","South East","570","7.7%",""
"Jan-2012","All","over 78 and up to 104 weeks","South East","4,960","3.4%",""
"Jan-2012","White","over 78 and up to 104 weeks","South East","4,265","3.4%",""
"Jan-2012","Ethnic Minority","over 78 and up to 104 weeks","South East","475","3.5%",""
"Jan-2012","White British","over 78 and up to 104 weeks","South East","4,125","3.4%",""
"Jan-2012","White Other","over 78 and up to 104 weeks","South East","140","2.4%",""
"Jan-2012","Black","over 78 and up to 104 weeks","South East","180","4.1%",""
"Jan-2012","Asian","over 78 and up to 104 weeks","South East","200","3.7%",""
"Jan-2012","Mixed","over 78 and up to 104 weeks","South East","50","2.2%",""
"Jan-2012","Other","over 78 and up to 104 weeks","South East","45","2.8%",""
"Jan-2012","Unreported","over 78 and up to 104 weeks","South East","225","3.0%",""
"Jan-2012","All","over 104 weeks","South East","6,715","4.6%",""
"Jan-2012","White","over 104 weeks","South East","5,790","4.6%",""
"Jan-2012","Ethnic Minority","over 104 weeks","South East","510","3.7%",""
"Jan-2012","White British","over 104 weeks","South East","5,610","4.7%",""
"Jan-2012","White Other","over 104 weeks","South East","180","3.1%",""
"Jan-2012","Black","over 104 weeks","South East","215","5.0%",""
"Jan-2012","Asian","over 104 weeks","South East","160","2.9%",""
"Jan-2012","Mixed","over 104 weeks","South East","85","3.7%",""
"Jan-2012","Other","over 104 weeks","South East","50","3.1%",""
"Jan-2012","Unreported","over 104 weeks","South East","415","5.6%",""
"Jan-2012","All","All","South West","95,910","100.0%",""
"Jan-2012","White","All","South West","86,385","100.0%",""
"Jan-2012","Ethnic Minority","All","South West","5,460","100.0%",""
"Jan-2012","White British","All","South West","83,550","100.0%",""
"Jan-2012","White Other","All","South West","2,835","100.0%",""
"Jan-2012","Black","All","South West","2,460","100.0%",""
"Jan-2012","Asian","All","South West","1,075","100.0%",""
"Jan-2012","Mixed","All","South West","1,310","100.0%",""
"Jan-2012","Other","All","South West","620","100.0%",""
"Jan-2012","Unreported","All","South West","4,065","100.0%",""
"Jan-2012","All","13 weeks or less","South West","42,835","44.7%",""
"Jan-2012","White","13 weeks or less","South West","38,935","45.1%",""
"Jan-2012","Ethnic Minority","13 weeks or less","South West","2,115","38.7%",""
"Jan-2012","White British","13 weeks or less","South West","37,425","44.8%",""
"Jan-2012","White Other","13 weeks or less","South West","1,510","53.3%",""
"Jan-2012","Black","13 weeks or less","South West","830","33.7%",""
"Jan-2012","Asian","13 weeks or less","South West","470","43.7%",""
"Jan-2012","Mixed","13 weeks or less","South West","540","41.2%",""
"Jan-2012","Other","13 weeks or less","South West","275","44.4%",""
"Jan-2012","Unreported","13 weeks or less","South West","1,780","43.8%",""
"Jan-2012","All","over 13 and up to 26 weeks","South West","21,245","22.2%",""
"Jan-2012","White","over 13 and up to 26 weeks","South West","19,100","22.1%",""
"Jan-2012","Ethnic Minority","over 13 and up to 26 weeks","South West","1,195","21.9%",""
"Jan-2012","White British","over 13 and up to 26 weeks","South West","18,485","22.1%",""
"Jan-2012","White Other","over 13 and up to 26 weeks","South West","615","21.7%",""
"Jan-2012","Black","over 13 and up to 26 weeks","South West","475","19.3%",""
"Jan-2012","Asian","over 13 and up to 26 weeks","South West","255","23.7%",""
"Jan-2012","Mixed","over 13 and up to 26 weeks","South West","335","25.6%",""
"Jan-2012","Other","over 13 and up to 26 weeks","South West","135","21.8%",""
"Jan-2012","Unreported","over 13 and up to 26 weeks","South West","945","23.2%",""
"Jan-2012","All","over 26 and up to 52 weeks","South West","18,795","19.6%",""
"Jan-2012","White","over 26 and up to 52 weeks","South West","16,835","19.5%",""
"Jan-2012","Ethnic Minority","over 26 and up to 52 weeks","South West","1,215","22.3%",""
"Jan-2012","White British","over 26 and up to 52 weeks","South West","16,395","19.6%",""
"Jan-2012","White Other","over 26 and up to 52 weeks","South West","440","15.5%",""
"Jan-2012","Black","over 26 and up to 52 weeks","South West","615","25.0%",""
"Jan-2012","Asian","over 26 and up to 52 weeks","South West","210","19.5%",""
"Jan-2012","Mixed","over 26 and up to 52 weeks","South West","255","19.5%",""
"Jan-2012","Other","over 26 and up to 52 weeks","South West","135","21.8%",""
"Jan-2012","Unreported","over 26 and up to 52 weeks","South West","745","18.3%",""
"Jan-2012","All","over 52 and up to 78 weeks","South West","7,800","8.1%",""
"Jan-2012","White","over 52 and up to 78 weeks","South West","6,915","8.0%",""
"Jan-2012","Ethnic Minority","over 52 and up to 78 weeks","South West","545","10.0%",""
"Jan-2012","White British","over 52 and up to 78 weeks","South West","6,755","8.1%",""
"Jan-2012","White Other","over 52 and up to 78 weeks","South West","165","5.8%",""
"Jan-2012","Black","over 52 and up to 78 weeks","South West","310","12.6%",""
"Jan-2012","Asian","over 52 and up to 78 weeks","South West","75","7.0%",""
"Jan-2012","Mixed","over 52 and up to 78 weeks","South West","115","8.8%",""
"Jan-2012","Other","over 52 and up to 78 weeks","South West","45","7.3%",""
