"Title","Employment and Support Allowance: sanctions"
"Location","England, Wales and Scotland"
"Time period","February 2013 to November 2016"
"Data source","Department for Work and Pensions"
"Data source link","https://stat-xplore.dwp.gov.uk/webapi/jsf/login.xhtml"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-03-05"
"Date","Date type","Region","Region type","Age","Age type","Ethnicity","Ethnicity type","Numerator","Numerator type","Denominator","Denominator type","Rate","Rate type","Suppression","Suppression type"
"February 2010","Month","London","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","30","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","441","Number of ESA claimants matching geographic, ethnicity and age status ","6.8","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2010","Month","North East","Government Region","All ages","Age range of individuals sanctioned","All","All","104","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","3,598","Number of ESA claimants matching geographic, ethnicity and age status ","2.9","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2010","Month","North East","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","21","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2010","Month","North East","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","12","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2010","Month","North East","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","6","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","60","Number of ESA claimants matching geographic, ethnicity and age status ","10.0","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2010","Month","North East","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","5","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2010","Month","North East","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","24","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2010","Month","North East","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","13","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","484","Number of ESA claimants matching geographic, ethnicity and age status ","2.7","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2010","Month","North East","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","86","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","3,054","Number of ESA claimants matching geographic, ethnicity and age status ","2.8","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2010","Month","North East","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","86","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","3,028","Number of ESA claimants matching geographic, ethnicity and age status ","2.8","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2010","Month","North East","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","23","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2010","Month","North West","Government Region","All ages","Age range of individuals sanctioned","All","All","691","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","13,948","Number of ESA claimants matching geographic, ethnicity and age status ","5.0","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2010","Month","North West","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","20","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","459","Number of ESA claimants matching geographic, ethnicity and age status ","4.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2010","Month","North West","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","8","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","116","Number of ESA claimants matching geographic, ethnicity and age status ","6.9","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"February 2010","Month","North West","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","45","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","741","Number of ESA claimants matching geographic, ethnicity and age status ","6.1","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
