"Title","Economic inactivity"
"Location","England, Wales and Scotland"
"Time period","2004 to 2017"
"Data source","Department for Work and Pensions"
"Data source link","https://www.nomisweb.co.uk/home/release_group.asp?g=16"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-09-21"
"measure","year","region","ethnicity","ethnicity_type","sex","age_band","value","confidence_interval","numerator","denominator","samp_size"
"Percentage of individuals employed","2004","East Midlands","Pakistani/Bangladeshi","Detailed","All","All (16-64)","49.5","14.8","15000","31000","109"
"Percentage of individuals employed","2004","East Midlands","Pakistani/Bangladeshi","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","Pakistani/Bangladeshi","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","Pakistani/Bangladeshi","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","Pakistani/Bangladeshi","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","Pakistani/Bangladeshi","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","Pakistani/Bangladeshi","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","Pakistani/Bangladeshi","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","Pakistani/Bangladeshi","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","Unknown","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","Unknown","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","Unknown","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","Unknown","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","Unknown","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","Unknown","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","Unknown","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","Unknown","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","White","ONS 2011 5+1","All","16-24","28.9","4.3","126000","435000","1075"
"Percentage of individuals employed","2004","East Midlands","White","ONS 2011 5+1","All","25-49","13.6","2.6","182000","1337000","1695"
"Percentage of individuals employed","2004","East Midlands","White","ONS 2011 5+1","All","50-64","33.6","2.9","255000","761000","2570"
"Percentage of individuals employed","2004","East Midlands","White","ONS 2011 5+1","All","All (16-64)","22.2","1.8","563000","2533000","5340"
"Percentage of individuals employed","2004","East Midlands","White","ONS 2011 5+1","Men","16-24","24.9","6.3","54000","218000","458"
"Percentage of individuals employed","2004","East Midlands","White","ONS 2011 5+1","Men","25-49","6.8","3.9","45000","662000","404"
"Percentage of individuals employed","2004","East Midlands","White","ONS 2011 5+1","Men","50-64","24.9","4.3","94000","379000","967"
"Percentage of individuals employed","2004","East Midlands","White","ONS 2011 5+1","Men","All (16-64)","15.4","2.6","194000","1259000","1829"
"Percentage of individuals employed","2004","East Midlands","White","ONS 2011 5+1","Women","16-24","33.0","5.9","72000","218000","617"
"Percentage of individuals employed","2004","East Midlands","White","ONS 2011 5+1","Women","25-49","20.2","3.5","136000","675000","1291"
"Percentage of individuals employed","2004","East Midlands","White","ONS 2011 5+1","Women","50-64","42.2","3.8","161000","381000","1603"
"Percentage of individuals employed","2004","East Midlands","White","ONS 2011 5+1","Women","All (16-64)","29.0","2.4","369000","1274000","3511"
"Percentage of individuals employed","2004","East Midlands","White British","Detailed","All","16-24","28.9","4.3","123000","426000","1053"
"Percentage of individuals employed","2004","East Midlands","White British","Detailed","All","25-49","13.5","2.6","176000","1306000","1654"
"Percentage of individuals employed","2004","East Midlands","White British","Detailed","All","50-64","33.6","2.9","251000","746000","2522"
"Percentage of individuals employed","2004","East Midlands","White British","Detailed","All","All (16-64)","22.2","1.8","550000","2478000","5229"
"Percentage of individuals employed","2004","East Midlands","White British","Detailed","Men","16-24","25.0","6.3","53000","213000","450"
"Percentage of individuals employed","2004","East Midlands","White British","Detailed","Men","25-49","6.7","3.9","43000","644000","391"
"Percentage of individuals employed","2004","East Midlands","White British","Detailed","Men","50-64","25.0","4.3","93000","372000","952"
"Percentage of individuals employed","2004","East Midlands","White British","Detailed","Men","All (16-64)","15.4","2.6","190000","1229000","1793"
"Percentage of individuals employed","2004","East Midlands","White British","Detailed","Women","16-24","32.8","5.9","70000","213000","603"
"Percentage of individuals employed","2004","East Midlands","White British","Detailed","Women","25-49","20.1","3.5","133000","662000","1263"
"Percentage of individuals employed","2004","East Midlands","White British","Detailed","Women","50-64","42.2","3.9","157000","373000","1570"
"Percentage of individuals employed","2004","East Midlands","White British","Detailed","Women","All (16-64)","28.9","2.4","360000","1248000","3436"
"Percentage of individuals employed","2004","East Midlands","White Other","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","White Other","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","White Other","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","White Other","Detailed","All","All (16-64)","23.1","12.4","13000","55000","111"
"Percentage of individuals employed","2004","East Midlands","White Other","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","White Other","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","White Other","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","White Other","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","White Other","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","White Other","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","White Other","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","East Midlands","White Other","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","All","All","All","16-24","26.9","2.5","152000","564000","1255"
"Percentage of individuals employed","2004","East of England","All","All","All","25-49","13.5","1.4","256000","1901000","2173"
"Percentage of individuals employed","2004","East of England","All","All","All","50-64","29.1","1.7","293000","1005000","2642"
"Percentage of individuals employed","2004","East of England","All","All","All","All (16-64)","20.2","1","701000","3470000","6070"
"Percentage of individuals employed","2004","East of England","All","All","Men","16-24","22.8","3.5","64000","283000","552"
"Percentage of individuals employed","2004","East of England","All","All","Men","25-49","5.1","2.2","48000","941000","383"
"Percentage of individuals employed","2004","East of England","All","All","Men","50-64","20.4","2.6","101000","495000","916"
"Percentage of individuals employed","2004","East of England","All","All","Men","All (16-64)","12.4","1.5","213000","1719000","1851"
"Percentage of individuals employed","2004","East of England","All","All","Women","16-24","31.1","3.4","88000","282000","703"
"Percentage of individuals employed","2004","East of England","All","All","Women","25-49","21.7","1.9","208000","959000","1790"
"Percentage of individuals employed","2004","East of England","All","All","Women","50-64","37.5","2.3","192000","510000","1726"
"Percentage of individuals employed","2004","East of England","All","All","Women","All (16-64)","27.8","1.4","487000","1751000","4219"
"Percentage of individuals employed","2004","East of England","Asian","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Asian","ONS 2011 5+1","All","25-49","24.0","11.4","15000","62000","134"
"Percentage of individuals employed","2004","East of England","Asian","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Asian","ONS 2011 5+1","All","All (16-64)","32.2","8.6","33000","101000","282"
"Percentage of individuals employed","2004","East of England","Asian","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Asian","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Asian","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Asian","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Asian","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Asian","ONS 2011 5+1","Women","25-49","40.7","14.4","12000","31000","112"
"Percentage of individuals employed","2004","East of England","Asian","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Asian","ONS 2011 5+1","Women","All (16-64)","47.0","10.9","23000","50000","200"
"Percentage of individuals employed","2004","East of England","Black","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Black","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Black","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Black","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Black","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Black","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Black","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Black","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Black","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Black","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Black","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Indian","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Indian","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Indian","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Indian","Detailed","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Indian","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Indian","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Indian","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Indian","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Indian","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Indian","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Indian","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Indian","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","East of England","Mixed","ONS 2011 5+1","All","16-24","?","?","?","?","?"
