"Title","Police workforce"
"Location","England and Wales"
"Time period","2007 to 2016"
"Data source","Home Office"
"Data source link","https://www.gov.uk/government/statistics/police-workforce-england-and-wales-31-march-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","21 July 2016"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Rank","Rank_type","Geography","Geography_type","FTE","Headcount","Population by ethnicity, gender, and PFA (based on 2011 Census)","Rate per 100,000 population by ethnicity, gender, and PFA (Based on FTE except Special Constables)","Proportion of workforce of this ethnicity in this aggregated rank, in this year, and this PFA (excludes unreported)","Proportion of population of this ethnicity in this PFA (based on 2011 Census)"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Kent","Police Force Area","8","8","54,186","14.76","2%","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Lancashire","Police Force Area","6","6","108,784","5.52","1%","7%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Leicestershire","Police Force Area","25","26","155,740","16.19","11%","15%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Lincolnshire","Police Force Area","1","1","5,579","17.92","1%","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","London, City of","Police Force Area","7","7","N/A","N/A","13%","9%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Merseyside","Police Force Area","1","1","18,851","5.3","0%","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Metropolitan Police","Police Force Area","494","501","1,386,619","35.62","11%","17%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Norfolk","Police Force Area","0","0","9,809","0","0%","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","North Wales","Police Force Area","2","2","6,336","31.57","1%","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","North Yorkshire","Police Force Area","0","0","9,914","0","0%","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Northamptonshire","Police Force Area","2","2","22,581","8.86","1%","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Northumbria","Police Force Area","1","1","37,782","2.65","0%","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Nottinghamshire","Police Force Area","4","4","48,248","8.29","1%","4%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","South Wales","Police Force Area","3","3","35,804","7.4","1%","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","South Yorkshire","Police Force Area","6","6","54,660","10.98","2%","4%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Staffordshire","Police Force Area","6","7","35,148","17.55","3%","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Suffolk","Police Force Area","0","0","10,972","0","0%","2%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Surrey","Police Force Area","7","7","54,037","12.95","3%","5%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Sussex","Police Force Area","1","1","40,865","2.45","0%","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Thames Valley","Police Force Area","14","14","192,541","7.27","3%","8%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Warwickshire","Police Force Area","2","2","22,747","8.79","1%","4%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Mercia","Police Force Area","5","5","21,715","22.15","2%","2%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Midlands","Police Force Area","63","64","493,551","12.79","8%","18%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","West Yorkshire","Police Force Area","34","35","280,764","12.02","4%","13%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Community Support Officer","Aggregate Officer/Staff","Wiltshire","Police Force Area","1","1","17,379","5.75","1%","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","All - including BTP","Police Force Area","2,246","2,269","3,820,390","58.78","N/A","7%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Avon & Somerset","Police Force Area","7","7","33,005","20.45","N/A","2%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Bedfordshire","Police Force Area","32","33","81,480","39.03","N/A","13%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","British Transport Police","Police Force Area","61","61","N/A","N/A","N/A","N/A"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cambridgeshire","Police Force Area","10","10","39,535","25.29","N/A","5%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cheshire","Police Force Area","5","5","12,794","39.08","N/A","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cleveland","Police Force Area","13","13","17,419","73.08","N/A","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Cumbria","Police Force Area","3","3","2,913","102.99","N/A","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Derbyshire","Police Force Area","34","34","36,871","91.92","N/A","4%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Devon & Cornwall","Police Force Area","1","1","11,694","8.55","N/A","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Dorset","Police Force Area","3","3","10,694","28.05","N/A","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Durham","Police Force Area","7","7","5,114","136.88","N/A","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Dyfed-Powys","Police Force Area","3","3","4,274","70.19","N/A","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Essex","Police Force Area","16","16","38,954","41.07","N/A","2%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Gloucestershire","Police Force Area","4","4","10,522","35.83","N/A","2%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Greater Manchester","Police Force Area","119","119","246,094","48.27","N/A","9%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Gwent","Police Force Area","6","6","10,076","59.55","N/A","2%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Hampshire","Police Force Area","18","19","57,352","31.44","N/A","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Hertfordshire","Police Force Area","26","26","64,119","40.55","N/A","6%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Humberside","Police Force Area","5","5","12,191","41.01","N/A","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Kent","Police Force Area","35","35","54,186","64.22","N/A","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Lancashire","Police Force Area","56","57","108,784","51.28","N/A","7%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Leicestershire","Police Force Area","78","79","155,740","50.08","N/A","15%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Lincolnshire","Police Force Area","2","2","5,579","35.85","N/A","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","London, City of","Police Force Area","15","15","N/A","N/A","N/A","9%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Merseyside","Police Force Area","12","12","18,851","63.66","N/A","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Metropolitan Police","Police Force Area","985","993","1,386,619","71.03","N/A","17%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Norfolk","Police Force Area","2","2","9,809","16.31","N/A","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","North Wales","Police Force Area","1","1","6,336","15.78","N/A","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","North Yorkshire","Police Force Area","3","3","9,914","30.26","N/A","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Northamptonshire","Police Force Area","8","8","22,581","35.43","N/A","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Northumbria","Police Force Area","11","11","37,782","29.11","N/A","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Nottinghamshire","Police Force Area","30","30","48,248","61.62","N/A","4%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","South Wales","Police Force Area","11","11","35,804","30.72","N/A","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","South Yorkshire","Police Force Area","34","34","54,660","61.86","N/A","4%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Staffordshire","Police Force Area","11","11","35,148","31.3","N/A","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Suffolk","Police Force Area","2","2","10,972","18.23","N/A","2%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Surrey","Police Force Area","21","21","54,037","37.94","N/A","5%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Sussex","Police Force Area","6","7","40,865","15.54","N/A","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Thames Valley","Police Force Area","56","57","192,541","29.1","N/A","8%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Warwickshire","Police Force Area","24","24","22,747","105.51","N/A","4%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","West Mercia","Police Force Area","10","10","21,715","46.05","N/A","2%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","West Midlands","Police Force Area","336","341","493,551","68.11","N/A","18%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","West Yorkshire","Police Force Area","123","124","280,764","43.7","N/A","13%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Constable","Detailed rank data","Wiltshire","Police Force Area","4","4","17,379","23.02","N/A","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","All - including BTP","Police Force Area","34","35","3,820,390","0.9","N/A","7%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Avon & Somerset","Police Force Area","0","0","33,005","0","N/A","2%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Bedfordshire","Police Force Area","0","0","81,480","0","N/A","13%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","British Transport Police","Police Force Area","0","0","N/A","N/A","N/A","N/A"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Cambridgeshire","Police Force Area","0","0","39,535","0","N/A","5%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Cheshire","Police Force Area","0","0","12,794","0","N/A","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Cleveland","Police Force Area","0","0","17,419","0","N/A","3%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Cumbria","Police Force Area","0","0","2,913","0","N/A","1%"
"Rate per population","2010","As at 31/3","Asian","ONS 2001 5+1","All","All","Designated Detention Officer (S.38)","Detailed rank data","Derbyshire","Police Force Area","1","1","36,871","2.71","N/A","4%"
