"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography_type","Geography_code","Geography_name","Age group_type","Age group","Value","Numerator","Denominator"
"Average number of offences per reoffender",2006,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","21 to 24",2.9,117,40
"Average number of offences per reoffender",2006,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","21 to 24",3.1,110,35
"Average number of offences per reoffender",2006,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","21 to 24",3.2,8682,2725
"Average number of offences per reoffender",2006,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","25 to 29",3,870,291
"Average number of offences per reoffender",2006,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","25 to 29",3.4,1106,330
"Average number of offences per reoffender",2006,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","25 to 29",3,80,27
"Average number of offences per reoffender",2006,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","25 to 29",3.1,83,27
"Average number of offences per reoffender",2006,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","25 to 29",3.4,8068,2369
"Average number of offences per reoffender",2006,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","30 to 34",3.1,540,177
"Average number of offences per reoffender",2006,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","30 to 34",3.1,642,209
"Average number of offences per reoffender",2006,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","30 to 34",2.9,47,16
"Average number of offences per reoffender",2006,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","30 to 34",2.8,67,24
"Average number of offences per reoffender",2006,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","30 to 34",3.1,5301,1726
"Average number of offences per reoffender",2006,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","35 to 39",2.6,225,85
"Average number of offences per reoffender",2006,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","35 to 39",3.1,465,150
"Average number of offences per reoffender",2006,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","35 to 39",4.4,57,13
"Average number of offences per reoffender",2006,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","35 to 39",1.7,5,3
"Average number of offences per reoffender",2006,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","35 to 39",2.9,3521,1234
"Average number of offences per reoffender",2006,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","40 to 44",2.4,99,42
"Average number of offences per reoffender",2006,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","40 to 44",3.3,420,129
"Average number of offences per reoffender",2006,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","40 to 44",4,72,18
"Average number of offences per reoffender",2006,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","40 to 44",2,10,5
"Average number of offences per reoffender",2006,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","40 to 44",2.8,2196,789
"Average number of offences per reoffender",2006,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","45 to 49",2.1,45,21
"Average number of offences per reoffender",2006,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","45 to 49",2.7,151,56
"Average number of offences per reoffender",2006,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","45 to 49",1.2,11,9
"Average number of offences per reoffender",2006,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","45 to 49",5.5,11,2
"Average number of offences per reoffender",2006,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","45 to 49",3,1171,391
"Average number of offences per reoffender",2006,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","50+",3.1,46,15
"Average number of offences per reoffender",2006,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","50+",2.8,55,20
"Average number of offences per reoffender",2006,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","50+",2.8,47,17
"Average number of offences per reoffender",2006,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","50+",4,8,2
"Average number of offences per reoffender",2006,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","50+",2.8,942,336
"Average number of offences per reoffender",2007,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","18 to 20",2.4,150,62
"Average number of offences per reoffender",2007,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","18 to 20",3.1,545,176
"Average number of offences per reoffender",2007,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","18 to 20",2.2,39,18
"Average number of offences per reoffender",2007,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","18 to 20",2.7,8,3
"Average number of offences per reoffender",2007,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","18 to 20",2.8,6275,2209
"Average number of offences per reoffender",2007,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","21 to 24",3.2,219,68
"Average number of offences per reoffender",2007,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","21 to 24",2.8,361,127
"Average number of offences per reoffender",2007,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","21 to 24",2.6,31,12
"Average number of offences per reoffender",2007,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","21 to 24",4.7,61,13
"Average number of offences per reoffender",2007,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","21 to 24",3,5654,1893
"Average number of offences per reoffender",2007,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","25 to 29",3.3,204,61
"Average number of offences per reoffender",2007,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","25 to 29",3,390,131
"Average number of offences per reoffender",2007,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","25 to 29",1.7,25,15
"Average number of offences per reoffender",2007,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","25 to 29",3.1,47,15
"Average number of offences per reoffender",2007,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","25 to 29",3.1,5152,1647
"Average number of offences per reoffender",2007,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","30 to 34",3.7,159,43
"Average number of offences per reoffender",2007,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","30 to 34",3.3,297,89
"Average number of offences per reoffender",2007,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","30 to 34",1.9,27,14
"Average number of offences per reoffender",2007,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","30 to 34",2.8,39,14
"Average number of offences per reoffender",2007,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","30 to 34",2.9,3934,1378
"Average number of offences per reoffender",2007,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","35 to 39",2.4,56,23
"Average number of offences per reoffender",2007,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","35 to 39",3.2,217,68
"Average number of offences per reoffender",2007,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","35 to 39",2,20,10
"Average number of offences per reoffender",2007,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","35 to 39",3.5,39,11
"Average number of offences per reoffender",2007,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","35 to 39",2.9,3334,1148
"Average number of offences per reoffender",2007,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","40 to 44",3,48,16
"Average number of offences per reoffender",2007,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Adult","40 to 44",2.7,169,63
