"Title","Employment by occupation"
"Location","UK"
"Time period","2004 to 2017"
"Data source","Department for Business, Energy & Industrial Strategy"
"Data source link","https://www.nomisweb.co.uk/query/select/getdatasetbytheme.asp?opt%3D3%26theme%3D%26subgrp%3D&sa=D&ust=1505757273319000&usg=AFQjCNFnS64ZDSibYXaOTf54ZPpw97wNXg"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-10"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Occupation","Occupation_Type","Value","Denominator","Numerator","Conf","Note"
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Mixed","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","5","182800","9000","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Mixed","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","5","182800","8800","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Mixed","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","15","182800","27500","3.8",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Mixed","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","13","182800","23000","3.5",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Mixed","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","9","182800","15700","3",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Other","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","9","638800","56000","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Other","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","11","638800","70200","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Other","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","638800","56400","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Other","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","15","638800","92600","2",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Other","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","9","638800","58100","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Other","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","638800","37600","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Other","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","24","638800","152600","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Other","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","9","638800","58700","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Other","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","9","638800","56500","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Pakistani/Bangladeshi","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","10","348400","34400","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Pakistani/Bangladeshi","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","8","348400","26400","2",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Pakistani/Bangladeshi","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","6","348400","21900","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Pakistani/Bangladeshi","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","14","348400","48400","2.7",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Pakistani/Bangladeshi","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","11","348400","36700","2.4",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Pakistani/Bangladeshi","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","16","348400","53900","2.8",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Pakistani/Bangladeshi","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","14","348400","47200","2.6",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Pakistani/Bangladeshi","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","14","348400","49600","2.7",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","Pakistani/Bangladeshi","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","9","348400","30000","2.2",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","White","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","13","26461100","3384900","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","White","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","13","26461100","3530200","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","White","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","8","26461100","2146100","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","White","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","26461100","2879100","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","White","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","26461100","2558300","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","White","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","7","26461100","1947000","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","White","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","18","26461100","4635200","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","White","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","26461100","2174100","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2006","Year","White","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","12","26461100","3206200","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","All","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","12","29120400","3605400","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","All","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","14","29120400","3931800","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","All","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","8","29120400","2392000","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","All","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","29120400","3212900","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","All","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","29120400","2865000","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","All","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","7","29120400","2111500","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","All","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","18","29120400","5207000","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","All","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","29120400","2418900","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","All","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","12","29120400","3376000","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","Black or Black British","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","12","613500","72900","2",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","Black or Black British","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","12","613500","71500","2",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","Black or Black British","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","15","613500","88700","2.2",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","Black or Black British","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","14","613500","88500","2.2",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","Black or Black British","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","6","613500","37400","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","Black or Black British","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","613500","36300","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","Black or Black British","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","20","613500","123900","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2007","Year","Black or Black British","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","9","613500","57400","1.8",""
