"Measure","Domain","decile_label","Ethnicity","Ethnicity_type","Value","Value_type","Numerator","Denominator"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","70% to 80% most deprived","Mixed: White and Asian","ONS 2011 18+1","9.24","%","30748","332708"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","70% to 80% most deprived","Mixed: Other Mixed","ONS 2011 18+1","7.45","%","21086","283005"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","70% to 80% most deprived","Other: All","ONS 2011 18+1","5.58","%","30588","548418"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","70% to 80% most deprived","Other: Arab","ONS 2011 18+1","5.33","%","11788","220985"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","70% to 80% most deprived","Other: Any Other","ONS 2011 18+1","5.74","%","18800","327433"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","70% to 80% most deprived","All","ONS 2011 18+1","9.92","%","5259590","53012456"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","White: All","ONS 2011 18+1","10.78","%","4882533","45281142"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","White: British","ONS 2011 18+1","11.02","%","4657464","42279236"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","White: Irish","ONS 2011 18+1","9.07","%","46885","517001"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","7.26","%","3986","54895"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","White: White Other","ONS 2011 18+1","7.17","%","174198","2430010"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Asian: All","ONS 2011 18+1","5.13","%","212740","4143403"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Asian: Indian","ONS 2011 18+1","6.80","%","94977","1395702"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Asian: Pakistani","ONS 2011 18+1","2.55","%","28339","1112282"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Asian: Bangladeshi","ONS 2011 18+1","2.00","%","8749","436514"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Asian: Chinese","ONS 2011 18+1","8.30","%","31502","379503"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Asian: Asian Other","ONS 2011 18+1","6.00","%","49173","819402"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Black:  All","ONS 2011 18+1","2.60","%","47987","1846614"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Black:  Black African","ONS 2011 18+1","2.61","%","25493","977741"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Black:  Black Caribbean","ONS 2011 18+1","2.76","%","16291","591016"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Black:  Black Other","ONS 2011 18+1","2.23","%","6203","277857"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Mixed: All","ONS 2011 18+1","6.67","%","79506","1192879"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","4.98","%","20696","415616"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Mixed: White and Black African","ONS 2011 18+1","5.30","%","8564","161550"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Mixed: White and Asian","ONS 2011 18+1","9.13","%","30375","332708"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Mixed: Other Mixed","ONS 2011 18+1","7.02","%","19871","283005"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Other: All","ONS 2011 18+1","4.95","%","27153","548418"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Other: Arab","ONS 2011 18+1","4.60","%","10158","220985"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","Other: Any Other","ONS 2011 18+1","5.19","%","16995","327433"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","80% to 90% most deprived","All","ONS 2011 18+1","9.90","%","5249919","53012456"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","White: All","ONS 2011 18+1","10.66","%","4827835","45281142"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","White: British","ONS 2011 18+1","10.92","%","4618527","42279236"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","White: Irish","ONS 2011 18+1","8.92","%","46099","517001"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","6.01","%","3299","54895"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","White: White Other","ONS 2011 18+1","6.58","%","159910","2430010"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Asian: All","ONS 2011 18+1","4.89","%","202537","4143403"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Asian: Indian","ONS 2011 18+1","6.75","%","94247","1395702"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Asian: Pakistani","ONS 2011 18+1","2.31","%","25696","1112282"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Asian: Bangladeshi","ONS 2011 18+1","1.74","%","7611","436514"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Asian: Chinese","ONS 2011 18+1","8.33","%","31624","379503"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Asian: Asian Other","ONS 2011 18+1","5.29","%","43359","819402"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Black:  All","ONS 2011 18+1","1.86","%","34264","1846614"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Black:  Black African","ONS 2011 18+1","1.86","%","18209","977741"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Black:  Black Caribbean","ONS 2011 18+1","2.00","%","11843","591016"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Black:  Black Other","ONS 2011 18+1","1.52","%","4212","277857"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Mixed: All","ONS 2011 18+1","6.35","%","75779","1192879"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","4.39","%","18251","415616"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Mixed: White and Black African","ONS 2011 18+1","4.51","%","7284","161550"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Mixed: White and Asian","ONS 2011 18+1","9.63","%","32039","332708"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Mixed: Other Mixed","ONS 2011 18+1","6.43","%","18205","283005"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Other: All","ONS 2011 18+1","4.20","%","23021","548418"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Other: Arab","ONS 2011 18+1","4.03","%","8916","220985"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","Other: Any Other","ONS 2011 18+1","4.31","%","14105","327433"
"Percentage of people living in these neighbourhoods","Index of Multiple Deprivation","10% least deprived","All","ONS 2011 18+1","9.74","%","5163436","53012456"
"Percentage of people living in these neighbourhoods","Income Deprivation","10% most deprived","White: All","ONS 2011 18+1","8.54","%","3868311","45281142"
"Percentage of people living in these neighbourhoods","Income Deprivation","10% most deprived","White: British","ONS 2011 18+1","8.45","%","3571473","42279236"
"Percentage of people living in these neighbourhoods","Income Deprivation","10% most deprived","White: Irish","ONS 2011 18+1","9.27","%","47905","517001"
"Percentage of people living in these neighbourhoods","Income Deprivation","10% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","12.69","%","6964","54895"
"Percentage of people living in these neighbourhoods","Income Deprivation","10% most deprived","White: White Other","ONS 2011 18+1","9.96","%","241969","2430010"
"Percentage of people living in these neighbourhoods","Income Deprivation","10% most deprived","Asian: All","ONS 2011 18+1","17.30","%","716728","4143403"
"Percentage of people living in these neighbourhoods","Income Deprivation","10% most deprived","Asian: Indian","ONS 2011 18+1","9.27","%","129336","1395702"
"Percentage of people living in these neighbourhoods","Income Deprivation","10% most deprived","Asian: Pakistani","ONS 2011 18+1","27.97","%","311080","1112282"
"Percentage of people living in these neighbourhoods","Income Deprivation","10% most deprived","Asian: Bangladeshi","ONS 2011 18+1","32.20","%","140552","436514"
"Percentage of people living in these neighbourhoods","Income Deprivation","10% most deprived","Asian: Chinese","ONS 2011 18+1","9.48","%","35986","379503"
"Percentage of people living in these neighbourhoods","Income Deprivation","10% most deprived","Asian: Asian Other","ONS 2011 18+1","12.18","%","99774","819402"
"Percentage of people living in these neighbourhoods","Income Deprivation","10% most deprived","Black:  All","ONS 2011 18+1","23.28","%","429814","1846614"
"Percentage of people living in these neighbourhoods","Income Deprivation","10% most deprived","Black:  Black African","ONS 2011 18+1","24.08","%","235448","977741"
"Percentage of people living in these neighbourhoods","Income Deprivation","10% most deprived","Black:  Black Caribbean","ONS 2011 18+1","21.10","%","124702","591016"
"Percentage of people living in these neighbourhoods","Income Deprivation","10% most deprived","Black:  Black Other","ONS 2011 18+1","25.07","%","69664","277857"
"Percentage of people living in these neighbourhoods","Income Deprivation","10% most deprived","Mixed: All","ONS 2011 18+1","15.43","%","184117","1192879"
