"Title","Regional ethnic diversity"
"Location","England and Wales"
"Time period","2011"
"Data source","Office for National Statistics"
"Data source link","https://www.ons.gov.uk/census/2011census"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-08-20"
"Measure","local authority: county / unitary (prior to April 2015)","Ethnicity","Value","Value_type","Ethnicity_type","Source","Time","Geography"
"Ethnicity of local authorities","Bath and North East Somerset","White","94.6","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Stockton-on-Tees","White","94.6","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","West Berkshire","White","94.8","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hampshire","White","95","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","South Gloucestershire","White","95","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Suffolk","White","95.2","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Doncaster","White","95.3","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Gloucestershire","White","95.4","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wakefield","White","95.4","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Nottinghamshire","White","95.5","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Staffordshire","White","95.7","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Worcestershire","White","95.7","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Poole","White","95.9","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","South Tyneside","White","95.9","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sunderland","White","95.9","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Warrington","White","95.9","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","East Sussex","White","96","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Lincolnshire","White","96","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Plymouth","White","96.1","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Darlington","White","96.2","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Gateshead","White","96.3","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","The Vale of Glamorgan","White","96.4","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Gwynedd","White","96.5","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Norfolk","White","96.5","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Tyneside","White","96.6","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wiltshire","White","96.6","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Blackpool","White","96.7","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Ceredigion","White","96.7","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cheshire East","White","96.7","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wrexham","White","96.9","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wirral","White","97","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rutland","White","97.1","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Knowsley","White","97.2","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Isle of Wight","White","97.3","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Somerset","White","97.3","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Yorkshire","White","97.3","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wigan","White","97.3","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cheshire West and Chester","White","97.4","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Denbighshire","White","97.4","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North East Lincolnshire","White","97.4","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rhondda, Cynon, Taff","White","97.4","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sefton","White","97.4","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Derbyshire","White","97.5","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Devon","White","97.5","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Torbay","White","97.5","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Lincolnshire","White","97.6","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Merthyr Tydfil","White","97.6","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Conwy","White","97.7","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hartlepool","White","97.7","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bridgend","White","97.8","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Halton","White","97.8","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Barnsley","White","97.9","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Dorset","White","97.9","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Monmouthshire","White","98","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Shropshire","White","98","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Somerset","White","98","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","St. Helens","White","98","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Torfaen","White","98","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Carmarthenshire","White","98.1","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","East Riding of Yorkshire","White","98.1","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Neath Port Talbot","White","98.1","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Pembrokeshire","White","98.1","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Anglesey","White","98.2","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cornwall","White","98.2","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","County Durham","White","98.2","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Herefordshire, County of","White","98.2","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Caerphilly","White","98.3","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Northumberland","White","98.4","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Powys","White","98.4","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Blaenau Gwent","White","98.5","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cumbria","White","98.5","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Flintshire","White","98.5","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Redcar and Cleveland","White","98.5","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Isles of Scilly","White","98.8","Percent","ONS 5+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Newham","White: English/Welsh/Scottish/Northern Irish/British","16.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Brent","White: English/Welsh/Scottish/Northern Irish/British","18","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Harrow","White: English/Welsh/Scottish/Northern Irish/British","30.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Redbridge","White: English/Welsh/Scottish/Northern Irish/British","34.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Tower Hamlets","White: English/Welsh/Scottish/Northern Irish/British","31.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Slough","White: English/Welsh/Scottish/Northern Irish/British","34.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Ealing","White: English/Welsh/Scottish/Northern Irish/British","30.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
