"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","404,900","22,345"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","1,850","90"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","25","% of cohort","130","30"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy/Roma","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","27","% of cohort","1,005","265"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","22,210","1,140"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","7,105","575"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","2,480","135"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","4,780","245"
"Pupil destination after key stage 4 study (Percentage %)","Any other Mixed background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","7,670","440"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","2","% of cohort","13,210","240"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","19,600","875"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","7,875","265"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","8,085","225"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","7,150","430"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","16,390","555"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","3,165","160"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","404,900","2,335"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","1,850","20"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","7","% of cohort","130","10"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy/Roma","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","9","% of cohort","1,005","85"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","22,210","580"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","7,105","70"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","2,480","30"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","4,780","50"
"Pupil destination after key stage 4 study (Percentage %)","Any other Mixed background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","7,670","105"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","13,210","125"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","19,600","265"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","7,875","70"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","8,085","120"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","7,150","85"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","16,390","280"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","3,165","45"
