"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","Geography_name","Gender","Gender_type","Value","Denominator","Value Note","Geography name"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","Female","Male/Female/All","79","6577","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000002","ONS geography code","Buckinghamshire","All","Male/Female/All","69","6577","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000018","ONS geography code","Leicestershire","All","Male/Female/All","66","6460","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000034","ONS geography code","Worcestershire","All","Male/Female/All","67","6450","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E13000002","ONS geography code","Outer London","All","Male/Female/All","74","6420","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000025","ONS geography code","Oxfordshire","All","Male/Female/All","71","6411","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E08000019","ONS geography code","Sheffield","All","Male/Female/All","68","6403","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E13000001","ONS geography code","Inner London","All","Male/Female/All","69","6380","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000003","ONS geography code","Cambridgeshire","All","Male/Female/All","68","6323","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000023","ONS geography code","North Yorkshire","All","Male/Female/All","67","6204","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E13000001","ONS geography code","Inner London","Male","Male/Female/All","66","6160","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000008","ONS geography code","South East","All","Male/Female/All","73","6100","","Region"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000017","ONS geography code","Lancashire","Male","Male/Female/All","62","6086","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","All","Male/Female/All","65","6064","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000015","ONS geography code","Hertfordshire","Male","Male/Female/All","62","6048","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000027","ONS geography code","Somerset","All","Male/Female/All","68","6017","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000013","ONS geography code","Gloucestershire","All","Male/Female/All","66","5947","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000047","ONS geography code","County Durham","All","Male/Female/All","66","5778","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000054","ONS geography code","Wiltshire","All","Male/Female/All","70","5762","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000015","ONS geography code","Hertfordshire","Female","Male/Female/All","76","5741","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000011","ONS geography code","East Sussex","All","Male/Female/All","75","5735","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E13000001","ONS geography code","Inner London","Female","Male/Female/All","79","5730","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000017","ONS geography code","Lancashire","Female","Male/Female/All","77","5678","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E08000034","ONS geography code","Kirklees","All","Male/Female/All","65","5670","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000023","ONS geography code","North Yorkshire","All","Male/Female/All","68","5604","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","All","Male/Female/All","66","5568","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","Male","Male/Female/All","69","5545","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000023","ONS geography code","Bristol, City of","All","Male/Female/All","65","5516","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000031","ONS geography code","Warwickshire","All","Male/Female/All","69","5497","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000034","ONS geography code","Worcestershire","All","Male/Female/All","68","5458","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000007","ONS geography code","London","Male","Male/Female/All","67","5440","","Region"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E08000012","ONS geography code","Liverpool","All","Male/Female/All","58","5361","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000047","ONS geography code","County Durham","All","Male/Female/All","67","5349","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000007","ONS geography code","London","Female","Male/Female/All","80","5240","","Region"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","Female","Male/Female/All","83","5236","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000027","ONS geography code","Somerset","All","Male/Female/All","68","5205","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E08000035","ONS geography code","Leeds","Male","Male/Female/All","52","5155","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000006","ONS geography code","Cumbria","All","Male/Female/All","63","5149","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E10000011","ONS geography code","East Sussex","All","Male/Female/All","75","5066","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000021","ONS geography code","Northamptonshire","Male","Male/Female/All","58","5058","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","All","Male/Female/All","68","5056","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000054","ONS geography code","Wiltshire","All","Male/Female/All","70","5050","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E09000025","ONS geography code","Newham","All","Male/Female/All","70","5037","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000032","ONS geography code","West Sussex","Male","Male/Female/All","58","5011","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E10000024","ONS geography code","Nottinghamshire","Male","Male/Female/All","56","4957","","Local authority"
