"Title","Absence from school"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/collections/statistics-pupil-absence"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-09"
"Measures","Time","Time_type","Ethnicity","Ethnicity_type","Geography","school_type","Value","Denominator","Numerator"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Tower Hamlets","Total","3.2","1385265","43787"
"Overall absence rate","201617","Academic year","Chinese Total","ONS 5+1","Tower Hamlets","Total","2","67695","1382"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Tower Hamlets","Total","3.5","356704","12312"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Tower Hamlets","Total","4.1","103741","4223"
"Overall absence rate","201617","Academic year","White Total","ONS 5+1","Tower Hamlets","Primary","4.9","1134302","55816"
"Overall absence rate","201617","Academic year","Mixed Total","ONS 5+1","Tower Hamlets","Primary","4.7","504843","23578"
"Overall absence rate","201617","Academic year","Asian Total","ONS 5+1","Tower Hamlets","Primary","4.1","4685693","190112"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Tower Hamlets","Primary","2.9","783867","22828"
"Overall absence rate","201617","Academic year","Chinese Total","ONS 5+1","Tower Hamlets","Primary","2.1","51100","1080"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Tower Hamlets","Primary","3.5","238089","8271"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Tower Hamlets","Primary","3.9","59400","2289"
"Overall absence rate","201617","Academic year","White Total","ONS 5+1","Tower Hamlets","Secondary","7.3","574335","41696"
"Overall absence rate","201617","Academic year","Mixed Total","ONS 5+1","Tower Hamlets","Secondary","6.2","235945","14511"
"Overall absence rate","201617","Academic year","Asian Total","ONS 5+1","Tower Hamlets","Secondary","4","3534711","140860"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Tower Hamlets","Secondary","3.3","581272","19060"
"Overall absence rate","201617","Academic year","Chinese Total","ONS 5+1","Tower Hamlets","Secondary","1.9","15903","296"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Tower Hamlets","Secondary","3.3","114417","3754"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Tower Hamlets","Secondary","4.2","43609","1811"
"Overall absence rate","201617","Academic year","White Total","ONS 5+1","Tower Hamlets","Special","10.4","18187","1884"
"Overall absence rate","201617","Academic year","Mixed Total","ONS 5+1","Tower Hamlets","Special","10.9","12889","1407"
"Overall absence rate","201617","Academic year","Asian Total","ONS 5+1","Tower Hamlets","Special","12.2","82399","10032"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Tower Hamlets","Special","9.4","20126","1899"
"Overall absence rate","201617","Academic year","Chinese Total","ONS 5+1","Tower Hamlets","Special","x","x","x"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Tower Hamlets","Special","6.8","4198","287"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Tower Hamlets","Special","16.8","732","123"
"Overall absence rate","201617","Academic year","White Total","ONS 5+1","Wandsworth","Total","4.3","3724628","158954"
"Overall absence rate","201617","Academic year","Mixed Total","ONS 5+1","Wandsworth","Total","5","1174692","58748"
"Overall absence rate","201617","Academic year","Asian Total","ONS 5+1","Wandsworth","Total","4.5","1630155","72995"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Wandsworth","Total","4.3","2089562","90127"
"Overall absence rate","201617","Academic year","Chinese Total","ONS 5+1","Wandsworth","Total","2.8","50421","1434"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Wandsworth","Total","4.3","346269","14937"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Wandsworth","Total","6","139697","8332"
"Overall absence rate","201617","Academic year","White Total","ONS 5+1","Wandsworth","Primary","3.6","2612746","95100"
"Overall absence rate","201617","Academic year","Mixed Total","ONS 5+1","Wandsworth","Primary","4.5","750536","34125"
"Overall absence rate","201617","Academic year","Asian Total","ONS 5+1","Wandsworth","Primary","4.5","985206","44771"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Wandsworth","Primary","3.9","1202331","46930"
"Overall absence rate","201617","Academic year","Chinese Total","ONS 5+1","Wandsworth","Primary","3.3","33051","1106"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Wandsworth","Primary","4","189863","7631"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Wandsworth","Primary","4.2","67312","2852"
"Overall absence rate","201617","Academic year","White Total","ONS 5+1","Wandsworth","Secondary","5.4","1039168","56016"
"Overall absence rate","201617","Academic year","Mixed Total","ONS 5+1","Wandsworth","Secondary","5.6","400717","22371"
"Overall absence rate","201617","Academic year","Asian Total","ONS 5+1","Wandsworth","Secondary","4.2","623867","25967"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Wandsworth","Secondary","4.5","828800","37024"
"Overall absence rate","201617","Academic year","Chinese Total","ONS 5+1","Wandsworth","Secondary","1.8","17060","310"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Wandsworth","Secondary","4.5","150244","6731"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Wandsworth","Secondary","7.1","68294","4841"
"Overall absence rate","201617","Academic year","White Total","ONS 5+1","Wandsworth","Special","10.8","72714","7838"
"Overall absence rate","201617","Academic year","Mixed Total","ONS 5+1","Wandsworth","Special","9.6","23439","2252"
"Overall absence rate","201617","Academic year","Asian Total","ONS 5+1","Wandsworth","Special","10.7","21082","2257"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Wandsworth","Special","10.6","58431","6173"
"Overall absence rate","201617","Academic year","Chinese Total","ONS 5+1","Wandsworth","Special","x","x","x"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Wandsworth","Special","9.3","6162","575"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Wandsworth","Special","15.6","4091","639"
"Overall absence rate","201617","Academic year","White Total","ONS 5+1","Westminster","Total","4.8","1681674","81020"
"Overall absence rate","201617","Academic year","Mixed Total","ONS 5+1","Westminster","Total","4.9","678032","33172"
"Overall absence rate","201617","Academic year","Asian Total","ONS 5+1","Westminster","Total","4.6","855582","39778"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Westminster","Total","4","1239186","49407"
"Overall absence rate","201617","Academic year","Chinese Total","ONS 5+1","Westminster","Total","2.1","79256","1703"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Westminster","Total","4.8","1640155","78825"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Westminster","Total","4.9","93623","4612"
"Overall absence rate","201617","Academic year","White Total","ONS 5+1","Westminster","Primary","4.3","938886","40293"
"Overall absence rate","201617","Academic year","Mixed Total","ONS 5+1","Westminster","Primary","4.4","358830","15793"
"Overall absence rate","201617","Academic year","Asian Total","ONS 5+1","Westminster","Primary","4.3","471087","20392"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Westminster","Primary","3.5","531939","18883"
"Overall absence rate","201617","Academic year","Chinese Total","ONS 5+1","Westminster","Primary","2","46527","937"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Westminster","Primary","4.2","868160","36187"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Westminster","Primary","5.6","34386","1912"
"Overall absence rate","201617","Academic year","White Total","ONS 5+1","Westminster","Secondary","5.4","723774","39139"
"Overall absence rate","201617","Academic year","Mixed Total","ONS 5+1","Westminster","Secondary","5.4","312554","16757"
"Overall absence rate","201617","Academic year","Asian Total","ONS 5+1","Westminster","Secondary","4.9","370011","18234"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Westminster","Secondary","4.3","695479","29604"
"Overall absence rate","201617","Academic year","Chinese Total","ONS 5+1","Westminster","Secondary","2.3","31971","747"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Westminster","Secondary","5.4","756137","40764"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Westminster","Secondary","4.5","57757","2579"
"Overall absence rate","201617","Academic year","White Total","ONS 5+1","Westminster","Special","8.4","19014","1588"
"Overall absence rate","201617","Academic year","Mixed Total","ONS 5+1","Westminster","Special","9.4","6648","622"
"Overall absence rate","201617","Academic year","Asian Total","ONS 5+1","Westminster","Special","8","14484","1152"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Westminster","Special","7.8","11768","920"
"Overall absence rate","201617","Academic year","Chinese Total","ONS 5+1","Westminster","Special","x","x","x"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Westminster","Special","11.8","15858","1874"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Westminster","Special","8.2","1480","121"
"Overall absence rate","201617","Academic year","White Total","ONS 5+1","Barking and Dagenham","Total","5.6","4918811","275793"
"Overall absence rate","201617","Academic year","Mixed Total","ONS 5+1","Barking and Dagenham","Total","5","991556","49603"
"Overall absence rate","201617","Academic year","Asian Total","ONS 5+1","Barking and Dagenham","Total","4.5","2600796","116568"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Barking and Dagenham","Total","2.6","3619541","93548"
"Overall absence rate","201617","Academic year","Chinese Total","ONS 5+1","Barking and Dagenham","Total","2.4","33340","789"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Barking and Dagenham","Total","4.3","215916","9242"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Barking and Dagenham","Total","5.2","132489","6826"
"Overall absence rate","201617","Academic year","White Total","ONS 5+1","Barking and Dagenham","Primary","5.1","2972423","150853"
"Overall absence rate","201617","Academic year","Mixed Total","ONS 5+1","Barking and Dagenham","Primary","4.7","682014","32019"
"Overall absence rate","201617","Academic year","Asian Total","ONS 5+1","Barking and Dagenham","Primary","4.3","1625846","69717"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Barking and Dagenham","Primary","2.3","2318042","53576"
"Overall absence rate","201617","Academic year","Chinese Total","ONS 5+1","Barking and Dagenham","Primary","2.4","22470","539"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Barking and Dagenham","Primary","3.8","129207","4915"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Barking and Dagenham","Primary","5.5","52294","2864"
"Overall absence rate","201617","Academic year","White Total","ONS 5+1","Barking and Dagenham","Secondary","6.4","1919914","122960"
"Overall absence rate","201617","Academic year","Mixed Total","ONS 5+1","Barking and Dagenham","Secondary","5.6","299345","16747"
"Overall absence rate","201617","Academic year","Asian Total","ONS 5+1","Barking and Dagenham","Secondary","4.6","955273","44320"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Barking and Dagenham","Secondary","3","1258353","37843"
"Overall absence rate","201617","Academic year","Chinese Total","ONS 5+1","Barking and Dagenham","Secondary","2.3","10870","250"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Barking and Dagenham","Secondary","5","85189","4260"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Barking and Dagenham","Secondary","4.9","79371","3891"
"Overall absence rate","201617","Academic year","White Total","ONS 5+1","Barking and Dagenham","Special","7.5","26474","1980"
"Overall absence rate","201617","Academic year","Mixed Total","ONS 5+1","Barking and Dagenham","Special","8.2","10197","837"
"Overall absence rate","201617","Academic year","Asian Total","ONS 5+1","Barking and Dagenham","Special","12.9","19677","2531"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Barking and Dagenham","Special","4.9","43146","2129"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Barking and Dagenham","Special","4.4","1520","67"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Barking and Dagenham","Special","8.6","824","71"
"Overall absence rate","201617","Academic year","White Total","ONS 5+1","Barnet","Total","4.4","8616614","375298"
"Overall absence rate","201617","Academic year","Mixed Total","ONS 5+1","Barnet","Total","4.6","1711796","78551"
"Overall absence rate","201617","Academic year","Asian Total","ONS 5+1","Barnet","Total","4","2031556","80956"
"Overall absence rate","201617","Academic year","Black Total","ONS 5+1","Barnet","Total","3.9","1979033","77714"
"Overall absence rate","201617","Academic year","Chinese Total","ONS 5+1","Barnet","Total","2.4","207936","4893"
"Overall absence rate","201617","Academic year","Other Total","ONS 5+1","Barnet","Total","4.4","1675663","74406"
"Overall absence rate","201617","Academic year","Unclassified","ONS 5+1","Barnet","Total","5.4","345179","18755"
