"Title","Physical activity"
"Location","England"
"Time period","2015/16"
"Data source","Department for Digital, Culture, Media and Sport"
"Data source link","https://www.sportengland.org/research/active-lives-survey"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-10"
"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Age Bracket","NS SEC","Physical Activity Level","Value","Value_type","Denominator (weighted)","Numerator (weighted)","Upper CI","Lower CI","Number of Respondents (unweighted)"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","65-74","All","Physically inactive","32.7","%","616","202","37.30%","28.50%","852"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","65-74","All","Physically inactive","46.3","%","478","221","52.50%","40.20%","455"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","65-74","All","Physically inactive","43","%","132","57","55.90%","31.00%","121"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","65-74","All","Physically inactive","*","%","*","*","*","*","54"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","65-74","All","Physically inactive","*","%","*","*","*","*","84"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","65-74","All","Physically inactive","41.9","%","118","50","53.30%","31.30%","134"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","75+","All","Physically inactive","53.6","%","18975","10175","54.60%","52.70%","19429"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","75+","All","Physically inactive","53.3","%","17328","9232","54.30%","52.30%","17965"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","75+","All","Physically inactive","48.9","%","419","205","55.50%","42.50%","397"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","75+","All","Physically inactive","55.4","%","295","164","63.40%","47.20%","219"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","75+","All","Physically inactive","70.7","%","183","129","80.50%","58.60%","107"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","75+","All","Physically inactive","*","%","*","*","*","*","14"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","75+","All","Physically inactive","*","%","*","*","*","*","39"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","75+","All","Physically inactive","61.5","%","97","60","76.60%","43.70%","56"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 1-2","Physically inactive","16.5","%","67081","11079","16.90%","16.20%","95199"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 1-2","Physically inactive","15.7","%","53943","8455","16.00%","15.30%","80009"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 1-2","Physically inactive","14.8","%","4006","593","16.10%","13.60%","5493"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 1-2","Physically inactive","25.5","%","4129","1053","27.70%","23.50%","3782"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 1-2","Physically inactive","19.8","%","1192","236","23.20%","16.80%","1222"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 1-2","Physically inactive","21.2","%","524","111","25.90%","17.10%","578"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 1-2","Physically inactive","12","%","972","117","15.00%","9.60%","987"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 1-2","Physically inactive","21.7","%","609","132","26.50%","17.50%","643"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 3-5","Physically inactive","24.6","%","45926","11283","25.20%","24.00%","45047"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 3-5","Physically inactive","23.7","%","37576","8887","24.30%","23.00%","39178"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 3-5","Physically inactive","24.8","%","2612","647","27.80%","21.90%","1979"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 3-5","Physically inactive","32.6","%","2553","831","36.20%","29.10%","1421"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 3-5","Physically inactive","30","%","865","259","35.30%","25.20%","579"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 3-5","Physically inactive","39.5","%","265","105","49.10%","30.80%","188"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 3-5","Physically inactive","23","%","514","118","29.60%","17.40%","350"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 3-5","Physically inactive","29.2","%","445","130","37.10%","22.40%","280"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 6-7","Physically inactive","31.8","%","27886","8862","32.70%","30.80%","18761"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 6-7","Physically inactive","31","%","21907","6788","32.00%","30.00%","15748"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 6-7","Physically inactive","33.9","%","1911","648","37.80%","30.20%","1082"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 6-7","Physically inactive","39","%","1945","758","43.80%","34.30%","776"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 6-7","Physically inactive","30.4","%","654","199","37.10%","24.40%","301"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 6-7","Physically inactive","46.9","%","142","67","61.70%","32.70%","77"
